candidate_id,expression_hash,expression,factor_lane,source_lane,source_generator,fields,fields_list,max_window,search_memory_key,policy_score,expected_direction,x0_r3_role,note,cem_prior_score
phase3bp_00024,44e8b0b222df9a3dcd498631,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_intraday_return::rx_range_location::product,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,high|intraday_ret_from_open|low|open,"['high', 'intraday_ret_from_open', 'low', 'open']",30,phase3bp:44e8b0b222df9a3dcd498631,0.11117542,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction intraday_delta_30 x range_vol_30 product,
phase3bp_00025,716526fec7d10d70c10a6270,"CSRank(Mul(ZScore($m1_first15_vwap_return_vs_open),ZScore(Std($ret_1m,20))))",rx_interaction::rx_opening_divergence::rx_volatility_state::product,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,m1_first15_vwap_return_vs_open|ret_1m,"['m1_first15_vwap_return_vs_open', 'ret_1m']",20,phase3bp:716526fec7d10d70c10a6270,0.11088972,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction m1_first15_vwap_open x ret_vol_20 product,
phase3bp_00026,97e4185d0eb74120a09f3c84,"CSRank(Mul(ZScore($m1_first5_vwap_return_vs_open),ZScore(Std($ret_1m,20))))",rx_interaction::rx_opening_divergence::rx_volatility_state::product,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,m1_first5_vwap_return_vs_open|ret_1m,"['m1_first5_vwap_return_vs_open', 'ret_1m']",20,phase3bp:97e4185d0eb74120a09f3c84,0.11058462,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction m1_first5_vwap_open x ret_vol_20 product,
phase3bp_00027,63b431f1e658e3d087035479,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Std($ret_1m,30))))",rx_interaction::rx_range_location::rx_volatility_state::spread,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,close|high|low|ret_1m,"['close', 'high', 'low', 'ret_1m']",30,phase3bp:63b431f1e658e3d087035479,0.11041268,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction bar_loc_shift_30 x ret_vol_30 spread,
phase3bp_00028,96241c9ea92182ee1e03d696,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_intraday_return::rx_range_location::spread,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,high|intraday_ret_from_open|low|open,"['high', 'intraday_ret_from_open', 'low', 'open']",30,phase3bp:96241c9ea92182ee1e03d696,0.11018878,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction intraday_delta_30 x range_vol_30 spread,
phase3bp_00029,90b2d2504698f85c799a58c7,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Std($ret_1m,8))))",rx_interaction::rx_range_location::rx_volatility_state::product,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,close|high|low|ret_1m,"['close', 'high', 'low', 'ret_1m']",8,phase3bp:90b2d2504698f85c799a58c7,0.10661978,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction bar_loc_shift_30 x ret_vol_8 product,
phase3bp_00030,355d7a25aa37575ec755b662,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),8))),ZScore(Std($ret_1m,30))))",rx_interaction::rx_range_location::rx_volatility_state::product,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,close|high|low|ret_1m,"['close', 'high', 'low', 'ret_1m']",30,phase3bp:355d7a25aa37575ec755b662,0.10661978,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction bar_loc_shift_8 x ret_vol_30 product,
phase3bp_00031,52e1f8b76d0faacb47099f46,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,8)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_intraday_return::rx_range_location::product,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,high|intraday_ret_from_open|low|open,"['high', 'intraday_ret_from_open', 'low', 'open']",8,phase3bp:52e1f8b76d0faacb47099f46,0.10609187,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction intraday_delta_8 x range_vol_30 product,
phase3bp_00032,2ea18753cf9486b443d45ccd,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),8))))",rx_interaction::rx_intraday_return::rx_range_location::product,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,high|intraday_ret_from_open|low|open,"['high', 'intraday_ret_from_open', 'low', 'open']",30,phase3bp:2ea18753cf9486b443d45ccd,0.10609187,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction intraday_delta_30 x range_vol_8 product,
phase3bp_00033,c8c8b8320280a3c955f2acf3,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Delta($amount,30))))",rx_interaction::rx_intraday_return::rx_flow_amount_volume::product,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,amount|intraday_ret_from_open,"['amount', 'intraday_ret_from_open']",30,phase3bp:c8c8b8320280a3c955f2acf3,0.10571908,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction intraday_delta_30 x amount_delta_30 product,
phase3bp_00034,65d057dd0a31d241360c112f,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_range_location::rx_range_location::product,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,close|high|low|open,"['close', 'high', 'low', 'open']",0,phase3bp:65d057dd0a31d241360c112f,0.10446955,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction bar_loc_shift_30 x range_vol_30 product,
phase3bp_00035,ebdacf8c48cebb2a08cda5b1,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Delta($volume,30))))",rx_interaction::rx_intraday_return::rx_flow_amount_volume::product,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,intraday_ret_from_open|volume,"['intraday_ret_from_open', 'volume']",30,phase3bp:ebdacf8c48cebb2a08cda5b1,0.10383868,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction intraday_delta_30 x volume_delta_30 product,
phase3bp_00036,c1e02291a97acad64569ce22,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_range_location::rx_range_location::spread,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,close|high|low|open,"['close', 'high', 'low', 'open']",0,phase3bp:c1e02291a97acad64569ce22,0.1031789,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction bar_loc_shift_30 x range_vol_30 spread,
phase3bp_00037,d3b0192ac84f1ecc43e5f4f3,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",rx_interaction::rx_intraday_return::rx_opening_amount::product,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,intraday_ret_from_open|m1_first30_vol|volume,"['intraday_ret_from_open', 'm1_first30_vol', 'volume']",30,phase3bp:d3b0192ac84f1ecc43e5f4f3,0.10256866,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction intraday_delta_30 x m1_first30_vol product,
phase3bp_00038,d17cc06ce68913c7ecb0e6b0,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Delta($amount,30))))",rx_interaction::rx_range_location::rx_flow_amount_volume::product,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,amount|close|high|low,"['amount', 'close', 'high', 'low']",30,phase3bp:d17cc06ce68913c7ecb0e6b0,0.10185242,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction bar_loc_shift_30 x amount_delta_30 product,
phase3bp_00039,78c12e1117117d66e838bf1e,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Delta($amount,30))))",rx_interaction::rx_intraday_return::rx_flow_amount_volume::spread,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,amount|intraday_ret_from_open,"['amount', 'intraday_ret_from_open']",30,phase3bp:78c12e1117117d66e838bf1e,0.10155004,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction intraday_delta_30 x amount_delta_30 spread,
phase3bp_00040,cdafeab805bc4c758314e156,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Delta($volume,30))))",rx_interaction::rx_range_location::rx_flow_amount_volume::product,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,close|high|low|volume,"['close', 'high', 'low', 'volume']",30,phase3bp:cdafeab805bc4c758314e156,0.10091222,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction bar_loc_shift_30 x volume_delta_30 product,
phase3bp_00041,c9bdcc648a729249216d8b2f,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Delta($amount,8))))",rx_interaction::rx_intraday_return::rx_flow_amount_volume::product,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,amount|intraday_ret_from_open,"['amount', 'intraday_ret_from_open']",30,phase3bp:c9bdcc648a729249216d8b2f,0.10063553,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction intraday_delta_30 x amount_delta_8 product,
phase3bp_00042,70e36a9ce615c957548b1a9f,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,8)),ZScore(Delta($amount,30))))",rx_interaction::rx_intraday_return::rx_flow_amount_volume::product,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,amount|intraday_ret_from_open,"['amount', 'intraday_ret_from_open']",30,phase3bp:70e36a9ce615c957548b1a9f,0.10063553,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction intraday_delta_8 x amount_delta_30 product,
phase3bp_00043,fe9b06ad7fed77677afb5492,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",rx_interaction::rx_intraday_return::rx_opening_amount::spread,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,intraday_ret_from_open|m1_first30_vol|volume,"['intraday_ret_from_open', 'm1_first30_vol', 'volume']",30,phase3bp:fe9b06ad7fed77677afb5492,0.10018635,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction intraday_delta_30 x m1_first30_vol spread,
phase3bp_00044,f3ddbd421833366ee329ec75,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Delta($amount,30))))",rx_interaction::rx_range_location::rx_flow_amount_volume::spread,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,amount|close|high|low,"['amount', 'close', 'high', 'low']",30,phase3bp:f3ddbd421833366ee329ec75,0.10009174,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction bar_loc_shift_30 x amount_delta_30 spread,
phase3bp_00045,c8af19143070433e5893b16e,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",rx_interaction::rx_range_location::rx_opening_amount::product,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,close|high|low|m1_first30_vol|volume,"['close', 'high', 'low', 'm1_first30_vol', 'volume']",0,phase3bp:c8af19143070433e5893b16e,0.10004375,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction bar_loc_shift_30 x m1_first30_vol product,
phase3bp_00046,227773a29cc9e522cb9db66a,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Delta($volume,30))))",rx_interaction::rx_intraday_return::rx_flow_amount_volume::spread,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,intraday_ret_from_open|volume,"['intraday_ret_from_open', 'volume']",30,phase3bp:227773a29cc9e522cb9db66a,0.09966964,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction intraday_delta_30 x volume_delta_30 spread,
