date,R3_liquidity_low,B0_x0_r3,I0_original_signal_new_r3_equal,I1_reversed_signal_new_r3_equal,B1_x0_plus_reversed_10pct_overlay,B1_x0_plus_reversed_20pct_overlay
2026-01-06,True,-0.0136466,0.005815361002403162,0.008689217861191182,-0.011413018213880882,-0.009179436427761764
2026-01-07,False,0.0,0.0,0.0,0.0,0.0
2026-01-08,False,0.0,0.0,0.0,0.0,0.0
2026-01-09,False,0.0,0.0,0.0,0.0,0.0
2026-01-12,False,0.0,0.0,0.0,0.0,0.0
2026-01-13,False,0.0,0.0,0.0,0.0,0.0
2026-01-14,False,0.0,0.0,0.0,0.0,0.0
2026-01-15,False,0.0,0.0,0.0,0.0,0.0
2026-01-16,False,0.0,0.0,0.0,0.0,0.0
2026-01-19,False,0.0,0.0,0.0,0.0,0.0
2026-01-20,False,0.0,0.0,0.0,0.0,0.0
2026-01-21,False,0.0,0.0,0.0,0.0,0.0
2026-01-22,False,0.0,0.0,0.0,0.0,0.0
2026-01-23,False,0.0,0.0,0.0,0.0,0.0
2026-01-26,False,0.0,0.0,0.0,0.0,0.0
2026-01-27,False,0.0,0.0,0.0,0.0,0.0
2026-01-28,False,0.0,0.0,0.0,0.0,0.0
2026-01-29,False,0.0,0.0,0.0,0.0,0.0
2026-01-30,False,0.0,0.0,0.0,0.0,0.0
2026-02-02,False,0.0,0.0,0.0,0.0,0.0
2026-02-03,False,0.0,0.0,0.0,0.0,0.0
2026-02-04,False,0.0,0.0,0.0,0.0,0.0
2026-02-05,False,0.0,0.0,0.0,0.0,0.0
2026-02-06,False,0.0,0.0,0.0,0.0,0.0
2026-02-09,False,0.0,0.0,0.0,0.0,0.0
2026-02-10,False,0.0,0.0,0.0,0.0,0.0
2026-02-11,False,0.0,0.0,0.0,0.0,0.0
2026-02-12,False,0.0,0.0,0.0,0.0,0.0
2026-02-13,False,0.0,0.0,0.0,0.0,0.0
2026-02-24,False,0.0,0.0,0.0,0.0,0.0
2026-02-25,False,0.0,0.0,0.0,0.0,0.0
2026-02-26,False,0.0,0.0,0.0,0.0,0.0
2026-02-27,False,0.0,0.0,0.0,0.0,0.0
2026-03-02,False,0.0,0.0,0.0,0.0,0.0
2026-03-03,False,0.0,0.0,0.0,0.0,0.0
2026-03-04,False,0.0,0.0,0.0,0.0,0.0
2026-03-05,False,0.0,0.0,0.0,0.0,0.0
2026-03-06,False,0.0,0.0,0.0,0.0,0.0
2026-03-09,False,0.0,0.0,0.0,0.0,0.0
2026-03-10,False,0.0,0.0,0.0,0.0,0.0
2026-03-11,True,-0.0076795,-0.007592007053275182,-0.00935939803826073,-0.007847489803826073,-0.008015479607652146
2026-03-12,True,0.01345426,-0.0028932453427124366,0.0021065100442944464,0.012319485004429443,0.01118471000885889
2026-03-13,True,-0.02658464,-0.014501540860728261,-0.010231178998158069,-0.024949293899815806,-0.023313947799631616
2026-03-16,True,0.02768526,0.004833945780706373,-0.0018994702915797988,0.02472678697084202,0.021768313941684044
2026-03-17,True,0.00121331,-0.022698291052819074,-0.022377179828290707,-0.0011457389828290708,-0.0035047879656581417
2026-03-18,True,0.01584713,-0.02244882223172979,-0.022660874728656483,0.011996329527134354,0.008145529054268704
2026-03-19,True,0.00066148,-0.05179274270968569,-0.047764749629880636,-0.004181142962988064,-0.009023765925976127
2026-03-20,True,-0.00477534,0.030157112122696225,0.029473732794845702,-0.0013504327205154298,0.0020744745589691407
2026-03-23,True,0.00858908,0.018535532825749542,0.01931945111969378,0.00966211711196938,0.010735154223938757
2026-03-24,True,-0.00516962,-0.015163134149314484,-0.014867429926970295,-0.006139400992697029,-0.00710918198539406
2026-03-25,True,0.00393259,0.01163434467803096,0.012347543340330827,0.004774085334033082,0.005615580668066165
2026-03-26,True,0.00358041,0.0018494264806403684,0.0021763149782376,0.00344000049782376,0.00329959099564752
2026-03-27,True,-0.02466424,-0.011014219409916478,-0.010350629924085317,-0.023232878992408532,-0.021801517984817064
2026-03-30,True,0.02532601,0.014801711802209138,0.012529877187295677,0.024046396718729567,0.022766783437459137
2026-03-31,True,-0.01576915,-0.014443240099401433,-0.010603016061584562,-0.015252536606158456,-0.014735923212316912
2026-04-01,True,0.02744174,-0.01954115844837348,-0.02549761484154414,0.022147804515845585,0.016853869031691174
2026-04-02,True,-0.00598447,0.00946901764710413,0.009043932028828921,-0.0044816297971171076,-0.0029787895942342164
2026-04-03,True,0.0371153,0.034158893385626374,0.02923049287873598,0.036326819287873596,0.035538338575747196
2026-04-07,True,0.01783041,-0.013434174872137576,-0.015187658144923654,0.014528603185507636,0.011226796371015271
2026-04-08,True,0.00880327,0.00601283222378608,0.006994115993883637,0.008622354599388364,0.008441439198776728
