candidate_id,contains_capacity_field,contains_event_cutoff_field,contains_flow_liquidity_field,contains_fundamental_field,contains_limit_event_field,contains_sentiment_field,coverage_priority_delta,diagnostic_role,expression,expression_key,factor_lane,factor_pack_id,factor_pack_version,input_datasets,input_families,input_fields,input_routes,input_sources,leakage_flag,official_book_eligible,pool_priority_score,pool_priority_version,required_audits,required_lag_days,search_memory_key,skeleton_key,source_credit_cap_basis,source_credit_policy,source_generator,source_lane,source_quota_group,coverage_filter_status,min_input_nonnull_rate,input_coverage_statuses,contains_new_event_adapter_field
phase3ad_newdata_fundamental_debt_asset_inverse_00001,False,False,False,True,False,False,0.0,balance_risk_inverse,"CSRank(Neg(Div($ctx_fulla_bs_total_liabilities,Add(Abs($ctx_fulla_bs_total_assets),0.000001))))",v2cand-8d89f0a18f3b,fundamental_debt_asset_inverse,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603,cn-phase3ad-new-data-factor-pack-v1-2026-06-03,fundamental_balance_long,fundamental_quality_risk,ctx_fulla_bs_total_liabilities|ctx_fulla_bs_total_assets,announcement_pit_feature|announcement_pit_feature,fundamental_pit_silver,no_next_fields;fundamental_notice_lag_required;timestamped_event_cutoff_or_lag1;daily_sentiment_tplus1,False,0.8,candidate-pool-source-priority-v1-2026-05-28,panelization_preflight|field_lag_check|selector_only_smoke|frozen_replay_smoke|x0_r3_marginal_audit,1,phase3ad_new_data:d6d3030f57aadd1d,skeleton-28f0d38df9fa54c7,phase3ad_new_data:d6d3030f57aadd1d,metadata_only_opt_in_no_locked_selector_behavior_change,cn_phase3ad_new_data_factor_pack_v1,cn_phase3ad_new_data_feature_layer,cn_phase3ad_new_data_feature_layer:balance_risk_inverse:none,selector_core,0.94154894,selector_core|selector_core,
phase3ad_newdata_fundamental_cash_asset_quality_00002,False,False,False,True,False,False,0.0,balance_quality,"CSRank(Div($ctx_fulla_bs_monetaryfunds,Add(Abs($ctx_fulla_bs_total_assets),0.000001)))",v2cand-5ef4e4bb665c,fundamental_cash_asset_quality,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603,cn-phase3ad-new-data-factor-pack-v1-2026-06-03,fundamental_balance_long,fundamental_quality_risk|other_numeric,ctx_fulla_bs_monetaryfunds|ctx_fulla_bs_total_assets,announcement_pit_feature|announcement_pit_feature,fundamental_pit_silver,no_next_fields;fundamental_notice_lag_required;timestamped_event_cutoff_or_lag1;daily_sentiment_tplus1,False,0.8,candidate-pool-source-priority-v1-2026-05-28,panelization_preflight|field_lag_check|selector_only_smoke|frozen_replay_smoke|x0_r3_marginal_audit,1,phase3ad_new_data:0fa4a7b2ed284538,skeleton-0179a533d19e0f68,phase3ad_new_data:0fa4a7b2ed284538,metadata_only_opt_in_no_locked_selector_behavior_change,cn_phase3ad_new_data_factor_pack_v1,cn_phase3ad_new_data_feature_layer,cn_phase3ad_new_data_feature_layer:balance_quality:none,selector_core,0.94154894,selector_core|selector_core,
phase3ad_newdata_fundamental_goodwill_asset_inverse_00003,False,False,False,True,False,False,0.0,balance_risk_inverse,"CSRank(Neg(Div($ctx_fulla_bs_goodwill,Add(Abs($ctx_fulla_bs_total_assets),0.000001))))",v2cand-8d53f508e2c4,fundamental_goodwill_asset_inverse,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603,cn-phase3ad-new-data-factor-pack-v1-2026-06-03,fundamental_balance_long,fundamental_quality_risk,ctx_fulla_bs_goodwill|ctx_fulla_bs_total_assets,announcement_pit_feature|announcement_pit_feature,fundamental_pit_silver,no_next_fields;fundamental_notice_lag_required;timestamped_event_cutoff_or_lag1;daily_sentiment_tplus1,False,0.8,candidate-pool-source-priority-v1-2026-05-28,panelization_preflight|field_lag_check|selector_only_smoke|frozen_replay_smoke|x0_r3_marginal_audit,1,phase3ad_new_data:548c03fd607e2900,skeleton-28f0d38df9fa54c7,phase3ad_new_data:548c03fd607e2900,metadata_only_opt_in_no_locked_selector_behavior_change,cn_phase3ad_new_data_factor_pack_v1,cn_phase3ad_new_data_feature_layer,cn_phase3ad_new_data_feature_layer:balance_risk_inverse:none,selector_core,0.47559912,selector_core|selector_core,
phase3ad_newdata_fundamental_inventory_asset_inverse_00004,False,False,False,True,False,False,0.0,balance_risk_inverse,"CSRank(Neg(Div($ctx_fulla_bs_inventory,Add(Abs($ctx_fulla_bs_total_assets),0.000001))))",v2cand-54bee148d4e9,fundamental_inventory_asset_inverse,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603,cn-phase3ad-new-data-factor-pack-v1-2026-06-03,fundamental_balance_long,fundamental_quality_risk,ctx_fulla_bs_inventory|ctx_fulla_bs_total_assets,announcement_pit_feature|announcement_pit_feature,fundamental_pit_silver,no_next_fields;fundamental_notice_lag_required;timestamped_event_cutoff_or_lag1;daily_sentiment_tplus1,False,0.8,candidate-pool-source-priority-v1-2026-05-28,panelization_preflight|field_lag_check|selector_only_smoke|frozen_replay_smoke|x0_r3_marginal_audit,1,phase3ad_new_data:4b0a2fba752906e9,skeleton-28f0d38df9fa54c7,phase3ad_new_data:4b0a2fba752906e9,metadata_only_opt_in_no_locked_selector_behavior_change,cn_phase3ad_new_data_factor_pack_v1,cn_phase3ad_new_data_feature_layer,cn_phase3ad_new_data_feature_layer:balance_risk_inverse:none,selector_core,0.93235242,selector_core|selector_core,
phase3ad_newdata_fundamental_current_ratio_00005,False,False,False,True,False,False,0.0,balance_liquidity_quality,"CSRank(Div($ctx_fulla_bs_total_current_assets,Add(Abs($ctx_fulla_bs_total_current_liab),0.000001)))",v2cand-acfce8589cf0,fundamental_current_ratio,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603,cn-phase3ad-new-data-factor-pack-v1-2026-06-03,fundamental_balance_long,fundamental_quality_risk,ctx_fulla_bs_total_current_assets|ctx_fulla_bs_total_current_liab,announcement_pit_feature|announcement_pit_feature,fundamental_pit_silver,no_next_fields;fundamental_notice_lag_required;timestamped_event_cutoff_or_lag1;daily_sentiment_tplus1,False,0.8,candidate-pool-source-priority-v1-2026-05-28,panelization_preflight|field_lag_check|selector_only_smoke|frozen_replay_smoke|x0_r3_marginal_audit,1,phase3ad_new_data:d1a0295d8c46e9fa,skeleton-0179a533d19e0f68,phase3ad_new_data:d1a0295d8c46e9fa,metadata_only_opt_in_no_locked_selector_behavior_change,cn_phase3ad_new_data_factor_pack_v1,cn_phase3ad_new_data_feature_layer,cn_phase3ad_new_data_feature_layer:balance_liquidity_quality:none,selector_core,0.94118462,selector_core|selector_core,
phase3ad_newdata_fundamental_equity_asset_quality_00006,False,False,False,True,False,False,0.0,balance_quality,"CSRank(Div($ctx_fulla_bs_total_equity,Add(Abs($ctx_fulla_bs_total_assets),0.000001)))",v2cand-7b310f59db8f,fundamental_equity_asset_quality,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603,cn-phase3ad-new-data-factor-pack-v1-2026-06-03,fundamental_balance_long,fundamental_quality_risk|other_numeric,ctx_fulla_bs_total_equity|ctx_fulla_bs_total_assets,announcement_pit_feature|announcement_pit_feature,fundamental_pit_silver,no_next_fields;fundamental_notice_lag_required;timestamped_event_cutoff_or_lag1;daily_sentiment_tplus1,False,0.8,candidate-pool-source-priority-v1-2026-05-28,panelization_preflight|field_lag_check|selector_only_smoke|frozen_replay_smoke|x0_r3_marginal_audit,1,phase3ad_new_data:e6b5b3d5b2a837aa,skeleton-0179a533d19e0f68,phase3ad_new_data:e6b5b3d5b2a837aa,metadata_only_opt_in_no_locked_selector_behavior_change,cn_phase3ad_new_data_factor_pack_v1,cn_phase3ad_new_data_feature_layer,cn_phase3ad_new_data_feature_layer:balance_quality:none,selector_core,0.94154894,selector_core|selector_core,
phase3ad_newdata_fundamental_fixed_asset_intensity_00007,False,False,False,True,False,False,0.0,asset_structure,"CSRank(Div($ctx_fulla_bs_fixed_asset,Add(Abs($ctx_fulla_bs_total_assets),0.000001)))",v2cand-f06490156c64,fundamental_fixed_asset_intensity,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603,cn-phase3ad-new-data-factor-pack-v1-2026-06-03,fundamental_balance_long,fundamental_quality_risk,ctx_fulla_bs_fixed_asset|ctx_fulla_bs_total_assets,announcement_pit_feature|announcement_pit_feature,fundamental_pit_silver,no_next_fields;fundamental_notice_lag_required;timestamped_event_cutoff_or_lag1;daily_sentiment_tplus1,False,0.8,candidate-pool-source-priority-v1-2026-05-28,panelization_preflight|field_lag_check|selector_only_smoke|frozen_replay_smoke|x0_r3_marginal_audit,1,phase3ad_new_data:2ee882ddafa0b87a,skeleton-0179a533d19e0f68,phase3ad_new_data:2ee882ddafa0b87a,metadata_only_opt_in_no_locked_selector_behavior_change,cn_phase3ad_new_data_factor_pack_v1,cn_phase3ad_new_data_feature_layer,cn_phase3ad_new_data_feature_layer:asset_structure:none,selector_core,0.94154894,selector_core|selector_core,
phase3ad_newdata_fundamental_intangible_asset_inverse_00008,False,False,False,True,False,False,0.0,balance_risk_inverse,"CSRank(Neg(Div($ctx_fulla_bs_intangible_asset,Add(Abs($ctx_fulla_bs_total_assets),0.000001))))",v2cand-1dfc1ffe9cd0,fundamental_intangible_asset_inverse,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603,cn-phase3ad-new-data-factor-pack-v1-2026-06-03,fundamental_balance_long,fundamental_quality_risk,ctx_fulla_bs_intangible_asset|ctx_fulla_bs_total_assets,announcement_pit_feature|announcement_pit_feature,fundamental_pit_silver,no_next_fields;fundamental_notice_lag_required;timestamped_event_cutoff_or_lag1;daily_sentiment_tplus1,False,0.8,candidate-pool-source-priority-v1-2026-05-28,panelization_preflight|field_lag_check|selector_only_smoke|frozen_replay_smoke|x0_r3_marginal_audit,1,phase3ad_new_data:c898b1a8440e5f6f,skeleton-28f0d38df9fa54c7,phase3ad_new_data:c898b1a8440e5f6f,metadata_only_opt_in_no_locked_selector_behavior_change,cn_phase3ad_new_data_factor_pack_v1,cn_phase3ad_new_data_feature_layer,cn_phase3ad_new_data_feature_layer:balance_risk_inverse:none,selector_core,0.93812105,selector_core|selector_core,
phase3ad_newdata_fundamental_netprofit_margin_00009,False,False,False,True,False,False,0.0,profit_quality,"CSRank(Div($ctx_fulla_ps_netprofit,Add(Abs($ctx_fulla_ps_total_operate_income),0.000001)))",v2cand-e7da4642374c,fundamental_netprofit_margin,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603,cn-phase3ad-new-data-factor-pack-v1-2026-06-03,fundamental_profit_long,fundamental_quality_risk,ctx_fulla_ps_netprofit|ctx_fulla_ps_total_operate_income,announcement_pit_feature|announcement_pit_feature,fundamental_pit_silver,no_next_fields;fundamental_notice_lag_required;timestamped_event_cutoff_or_lag1;daily_sentiment_tplus1,False,0.8,candidate-pool-source-priority-v1-2026-05-28,panelization_preflight|field_lag_check|selector_only_smoke|frozen_replay_smoke|x0_r3_marginal_audit,1,phase3ad_new_data:c008760c591f81e0,skeleton-0179a533d19e0f68,phase3ad_new_data:c008760c591f81e0,metadata_only_opt_in_no_locked_selector_behavior_change,cn_phase3ad_new_data_factor_pack_v1,cn_phase3ad_new_data_feature_layer,cn_phase3ad_new_data_feature_layer:profit_quality:none,selector_core,0.94477197,selector_core|selector_core,
phase3ad_newdata_fundamental_parent_netprofit_margin_00010,False,False,False,True,False,False,0.0,profit_quality,"CSRank(Div($ctx_fulla_ps_parent_netprofit,Add(Abs($ctx_fulla_ps_total_operate_income),0.000001)))",v2cand-0294d0569a51,fundamental_parent_netprofit_margin,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603,cn-phase3ad-new-data-factor-pack-v1-2026-06-03,fundamental_profit_long,fundamental_quality_risk,ctx_fulla_ps_parent_netprofit|ctx_fulla_ps_total_operate_income,announcement_pit_feature|announcement_pit_feature,fundamental_pit_silver,no_next_fields;fundamental_notice_lag_required;timestamped_event_cutoff_or_lag1;daily_sentiment_tplus1,False,0.8,candidate-pool-source-priority-v1-2026-05-28,panelization_preflight|field_lag_check|selector_only_smoke|frozen_replay_smoke|x0_r3_marginal_audit,1,phase3ad_new_data:fe8e0daf166c4e60,skeleton-0179a533d19e0f68,phase3ad_new_data:fe8e0daf166c4e60,metadata_only_opt_in_no_locked_selector_behavior_change,cn_phase3ad_new_data_factor_pack_v1,cn_phase3ad_new_data_feature_layer,cn_phase3ad_new_data_feature_layer:profit_quality:none,selector_core,0.94477197,selector_core|selector_core,
