date,R3_liquidity_low,B0_x0_r3,I0_integrated_signal_new_r3_equal,B1_x0_plus_integrated_equal_weight,B1_x0_plus_integrated_10pct_overlay,B1_x0_plus_integrated_20pct_overlay
2026-01-06,True,-0.0136466,0.005815361002403162,-0.003167082537167528,-0.011700403899759683,-0.009754207799519368
2026-01-07,False,0.0,0.0,0.0,0.0,0.0
2026-01-08,False,0.0,0.0,0.0,0.0,0.0
2026-01-09,False,0.0,0.0,0.0,0.0,0.0
2026-01-12,False,0.0,0.0,0.0,0.0,0.0
2026-01-13,False,0.0,0.0,0.0,0.0,0.0
2026-01-14,False,0.0,0.0,0.0,0.0,0.0
2026-01-15,False,0.0,0.0,0.0,0.0,0.0
2026-01-16,False,0.0,0.0,0.0,0.0,0.0
2026-01-19,False,0.0,0.0,0.0,0.0,0.0
2026-01-20,False,0.0,0.0,0.0,0.0,0.0
2026-01-21,False,0.0,0.0,0.0,0.0,0.0
2026-01-22,False,0.0,0.0,0.0,0.0,0.0
2026-01-23,False,0.0,0.0,0.0,0.0,0.0
2026-01-26,False,0.0,0.0,0.0,0.0,0.0
2026-01-27,False,0.0,0.0,0.0,0.0,0.0
2026-01-28,False,0.0,0.0,0.0,0.0,0.0
2026-01-29,False,0.0,0.0,0.0,0.0,0.0
2026-01-30,False,0.0,0.0,0.0,0.0,0.0
2026-02-02,False,0.0,0.0,0.0,0.0,0.0
2026-02-03,False,0.0,0.0,0.0,0.0,0.0
2026-02-04,False,0.0,0.0,0.0,0.0,0.0
2026-02-05,False,0.0,0.0,0.0,0.0,0.0
2026-02-06,False,0.0,0.0,0.0,0.0,0.0
2026-02-09,False,0.0,0.0,0.0,0.0,0.0
2026-02-10,False,0.0,0.0,0.0,0.0,0.0
2026-02-11,False,0.0,0.0,0.0,0.0,0.0
2026-02-12,False,0.0,0.0,0.0,0.0,0.0
2026-02-13,False,0.0,0.0,0.0,0.0,0.0
2026-02-24,False,0.0,0.0,0.0,0.0,0.0
2026-02-25,False,0.0,0.0,0.0,0.0,0.0
2026-02-26,False,0.0,0.0,0.0,0.0,0.0
2026-02-27,False,0.0,0.0,0.0,0.0,0.0
2026-03-02,False,0.0,0.0,0.0,0.0,0.0
2026-03-03,False,0.0,0.0,0.0,0.0,0.0
2026-03-04,False,0.0,0.0,0.0,0.0,0.0
2026-03-05,False,0.0,0.0,0.0,0.0,0.0
2026-03-06,False,0.0,0.0,0.0,0.0,0.0
2026-03-09,False,0.0,0.0,0.0,0.0,0.0
2026-03-10,False,0.0,0.0,0.0,0.0,0.0
2026-03-11,True,-0.0076795,-0.007592007053275182,-0.0076323884133020214,-0.007670750705327518,-0.007662001410655036
2026-03-12,True,0.01345426,-0.0028932453427124366,0.004651757123154842,0.011819509465728755,0.010184758931457514
2026-03-13,True,-0.02658464,-0.014501540860728261,-0.02007835584808445,-0.025376330086072825,-0.024168020172145654
2026-03-16,True,0.02768526,0.004833945780706373,0.015380706189611123,0.025400128578070637,0.02311499715614128
2026-03-17,True,0.00121331,-0.022698291052819074,-0.011662167489979502,-0.0011778501052819074,-0.0035690102105638147
2026-03-18,True,0.01584713,-0.02244882223172979,-0.004773767355546809,0.012017534776827023,0.008187939553654044
2026-03-19,True,0.00066148,-0.05179274270968569,-0.027583101459061524,-0.004583942270968569,-0.009829364541937138
2026-03-20,True,-0.00477534,0.030157112122696225,0.014034441912221042,-0.0012820947877303776,0.002211150424539245
2026-03-23,True,0.00858908,0.018535532825749542,0.013944862290788217,0.009583725282574954,0.01057837056514991
2026-03-24,True,-0.00516962,-0.015163134149314484,-0.010550743003477029,-0.006168971414931448,-0.0071683228298628976
2026-03-25,True,0.00393259,0.01163434467803096,0.008079688672785901,0.004702765467803096,0.005472940935606192
2026-03-26,True,0.00358041,0.0018494264806403684,0.0026483419511140445,0.003407311648064037,0.003234213296128074
2026-03-27,True,-0.02466424,-0.011014219409916478,-0.01731422891303195,-0.02329923794099165,-0.021934235881983295
2026-03-30,True,0.02532601,0.014801711802209138,0.019659080201189536,0.024273580180220914,0.02322115036044183
2026-03-31,True,-0.01576915,-0.014443240099401433,-0.01505519851506231,-0.015636559009940144,-0.015503968019880287
2026-04-01,True,0.02744174,-0.01954115844837348,0.0021432562201065884,0.022743450155162652,0.018045160310325305
2026-04-02,True,-0.00598447,0.00946901764710413,0.0023366387330560697,-0.004439121235289587,-0.0028937724705791748
2026-04-03,True,0.0371153,0.034158893385626374,0.035523388746106506,0.036819659338562634,0.03652401867712527
2026-04-07,True,0.01783041,-0.013434174872137576,0.0009956335303874593,0.014703951512786244,0.011577493025572486
2026-04-08,True,0.00880327,0.00601283222378608,0.007300726582038657,0.008524226222378608,0.008245182444757217
