candidate_id,expression,source_lane,source_generator,factor_lane,diagnostic_role,factor_pack_id,factor_pack_version,official_book_eligible,required_lag_days,required_audits,expression_key,skeleton_key,search_memory_key,input_fields,input_families,input_routes,input_sources,input_datasets,contains_fundamental_field,contains_limit_event_field,contains_sentiment_field,contains_event_cutoff_field,contains_capacity_field,contains_flow_liquidity_field,coverage_priority_delta,leakage_flag,pool_priority_version,pool_priority_score,source_quota_group,source_credit_cap_basis,source_credit_policy,contains_new_event_adapter_field
phase3ad_newdata_fundamental_debt_asset_inverse_00001,"CSRank(Neg(Div($ctx_fulla_bs_total_liabilities,Add(Abs($ctx_fulla_bs_total_assets),0.000001))))",cn_phase3ad_new_data_feature_layer,cn_phase3ad_new_data_factor_pack_v1,fundamental_debt_asset_inverse,balance_risk_inverse,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603,cn-phase3ad-new-data-factor-pack-v1-2026-06-03,False,1,panelization_preflight|field_lag_check|selector_only_smoke|frozen_replay_smoke|x0_r3_marginal_audit,v2cand-8d89f0a18f3b,skeleton-28f0d38df9fa54c7,phase3ad_new_data:d6d3030f57aadd1d,ctx_fulla_bs_total_liabilities|ctx_fulla_bs_total_assets,fundamental_quality_risk,announcement_pit_feature,fundamental_pit_silver,fundamental_balance_long,True,False,False,False,False,False,0.0,no_next_fields;fundamental_notice_lag_required;timestamped_event_cutoff_or_lag1;daily_sentiment_tplus1,candidate-pool-source-priority-v1-2026-05-28,0.8,cn_phase3ad_new_data_feature_layer:balance_risk_inverse:none,phase3ad_new_data:d6d3030f57aadd1d,metadata_only_opt_in_no_locked_selector_behavior_change,
phase3ad_newdata_fundamental_cash_asset_quality_00002,"CSRank(Div($ctx_fulla_bs_monetaryfunds,Add(Abs($ctx_fulla_bs_total_assets),0.000001)))",cn_phase3ad_new_data_feature_layer,cn_phase3ad_new_data_factor_pack_v1,fundamental_cash_asset_quality,balance_quality,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603,cn-phase3ad-new-data-factor-pack-v1-2026-06-03,False,1,panelization_preflight|field_lag_check|selector_only_smoke|frozen_replay_smoke|x0_r3_marginal_audit,v2cand-5ef4e4bb665c,skeleton-0179a533d19e0f68,phase3ad_new_data:0fa4a7b2ed284538,ctx_fulla_bs_monetaryfunds|ctx_fulla_bs_total_assets,fundamental_quality_risk|other_numeric,announcement_pit_feature,fundamental_pit_silver,fundamental_balance_long,True,False,False,False,False,False,0.0,no_next_fields;fundamental_notice_lag_required;timestamped_event_cutoff_or_lag1;daily_sentiment_tplus1,candidate-pool-source-priority-v1-2026-05-28,0.8,cn_phase3ad_new_data_feature_layer:balance_quality:none,phase3ad_new_data:0fa4a7b2ed284538,metadata_only_opt_in_no_locked_selector_behavior_change,
phase3ad_newdata_fundamental_goodwill_asset_inverse_00003,"CSRank(Neg(Div($ctx_fulla_bs_goodwill,Add(Abs($ctx_fulla_bs_total_assets),0.000001))))",cn_phase3ad_new_data_feature_layer,cn_phase3ad_new_data_factor_pack_v1,fundamental_goodwill_asset_inverse,balance_risk_inverse,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603,cn-phase3ad-new-data-factor-pack-v1-2026-06-03,False,1,panelization_preflight|field_lag_check|selector_only_smoke|frozen_replay_smoke|x0_r3_marginal_audit,v2cand-8d53f508e2c4,skeleton-28f0d38df9fa54c7,phase3ad_new_data:548c03fd607e2900,ctx_fulla_bs_goodwill|ctx_fulla_bs_total_assets,fundamental_quality_risk,announcement_pit_feature,fundamental_pit_silver,fundamental_balance_long,True,False,False,False,False,False,0.0,no_next_fields;fundamental_notice_lag_required;timestamped_event_cutoff_or_lag1;daily_sentiment_tplus1,candidate-pool-source-priority-v1-2026-05-28,0.8,cn_phase3ad_new_data_feature_layer:balance_risk_inverse:none,phase3ad_new_data:548c03fd607e2900,metadata_only_opt_in_no_locked_selector_behavior_change,
phase3ad_newdata_fundamental_inventory_asset_inverse_00004,"CSRank(Neg(Div($ctx_fulla_bs_inventory,Add(Abs($ctx_fulla_bs_total_assets),0.000001))))",cn_phase3ad_new_data_feature_layer,cn_phase3ad_new_data_factor_pack_v1,fundamental_inventory_asset_inverse,balance_risk_inverse,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603,cn-phase3ad-new-data-factor-pack-v1-2026-06-03,False,1,panelization_preflight|field_lag_check|selector_only_smoke|frozen_replay_smoke|x0_r3_marginal_audit,v2cand-54bee148d4e9,skeleton-28f0d38df9fa54c7,phase3ad_new_data:4b0a2fba752906e9,ctx_fulla_bs_inventory|ctx_fulla_bs_total_assets,fundamental_quality_risk,announcement_pit_feature,fundamental_pit_silver,fundamental_balance_long,True,False,False,False,False,False,0.0,no_next_fields;fundamental_notice_lag_required;timestamped_event_cutoff_or_lag1;daily_sentiment_tplus1,candidate-pool-source-priority-v1-2026-05-28,0.8,cn_phase3ad_new_data_feature_layer:balance_risk_inverse:none,phase3ad_new_data:4b0a2fba752906e9,metadata_only_opt_in_no_locked_selector_behavior_change,
phase3ad_newdata_fundamental_current_ratio_00005,"CSRank(Div($ctx_fulla_bs_total_current_assets,Add(Abs($ctx_fulla_bs_total_current_liab),0.000001)))",cn_phase3ad_new_data_feature_layer,cn_phase3ad_new_data_factor_pack_v1,fundamental_current_ratio,balance_liquidity_quality,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603,cn-phase3ad-new-data-factor-pack-v1-2026-06-03,False,1,panelization_preflight|field_lag_check|selector_only_smoke|frozen_replay_smoke|x0_r3_marginal_audit,v2cand-acfce8589cf0,skeleton-0179a533d19e0f68,phase3ad_new_data:d1a0295d8c46e9fa,ctx_fulla_bs_total_current_assets|ctx_fulla_bs_total_current_liab,fundamental_quality_risk,announcement_pit_feature,fundamental_pit_silver,fundamental_balance_long,True,False,False,False,False,False,0.0,no_next_fields;fundamental_notice_lag_required;timestamped_event_cutoff_or_lag1;daily_sentiment_tplus1,candidate-pool-source-priority-v1-2026-05-28,0.8,cn_phase3ad_new_data_feature_layer:balance_liquidity_quality:none,phase3ad_new_data:d1a0295d8c46e9fa,metadata_only_opt_in_no_locked_selector_behavior_change,
phase3ad_newdata_fundamental_equity_asset_quality_00006,"CSRank(Div($ctx_fulla_bs_total_equity,Add(Abs($ctx_fulla_bs_total_assets),0.000001)))",cn_phase3ad_new_data_feature_layer,cn_phase3ad_new_data_factor_pack_v1,fundamental_equity_asset_quality,balance_quality,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603,cn-phase3ad-new-data-factor-pack-v1-2026-06-03,False,1,panelization_preflight|field_lag_check|selector_only_smoke|frozen_replay_smoke|x0_r3_marginal_audit,v2cand-7b310f59db8f,skeleton-0179a533d19e0f68,phase3ad_new_data:e6b5b3d5b2a837aa,ctx_fulla_bs_total_equity|ctx_fulla_bs_total_assets,fundamental_quality_risk|other_numeric,announcement_pit_feature,fundamental_pit_silver,fundamental_balance_long,True,False,False,False,False,False,0.0,no_next_fields;fundamental_notice_lag_required;timestamped_event_cutoff_or_lag1;daily_sentiment_tplus1,candidate-pool-source-priority-v1-2026-05-28,0.8,cn_phase3ad_new_data_feature_layer:balance_quality:none,phase3ad_new_data:e6b5b3d5b2a837aa,metadata_only_opt_in_no_locked_selector_behavior_change,
phase3ad_newdata_fundamental_fixed_asset_intensity_00007,"CSRank(Div($ctx_fulla_bs_fixed_asset,Add(Abs($ctx_fulla_bs_total_assets),0.000001)))",cn_phase3ad_new_data_feature_layer,cn_phase3ad_new_data_factor_pack_v1,fundamental_fixed_asset_intensity,asset_structure,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603,cn-phase3ad-new-data-factor-pack-v1-2026-06-03,False,1,panelization_preflight|field_lag_check|selector_only_smoke|frozen_replay_smoke|x0_r3_marginal_audit,v2cand-f06490156c64,skeleton-0179a533d19e0f68,phase3ad_new_data:2ee882ddafa0b87a,ctx_fulla_bs_fixed_asset|ctx_fulla_bs_total_assets,fundamental_quality_risk,announcement_pit_feature,fundamental_pit_silver,fundamental_balance_long,True,False,False,False,False,False,0.0,no_next_fields;fundamental_notice_lag_required;timestamped_event_cutoff_or_lag1;daily_sentiment_tplus1,candidate-pool-source-priority-v1-2026-05-28,0.8,cn_phase3ad_new_data_feature_layer:asset_structure:none,phase3ad_new_data:2ee882ddafa0b87a,metadata_only_opt_in_no_locked_selector_behavior_change,
phase3ad_newdata_fundamental_intangible_asset_inverse_00008,"CSRank(Neg(Div($ctx_fulla_bs_intangible_asset,Add(Abs($ctx_fulla_bs_total_assets),0.000001))))",cn_phase3ad_new_data_feature_layer,cn_phase3ad_new_data_factor_pack_v1,fundamental_intangible_asset_inverse,balance_risk_inverse,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603,cn-phase3ad-new-data-factor-pack-v1-2026-06-03,False,1,panelization_preflight|field_lag_check|selector_only_smoke|frozen_replay_smoke|x0_r3_marginal_audit,v2cand-1dfc1ffe9cd0,skeleton-28f0d38df9fa54c7,phase3ad_new_data:c898b1a8440e5f6f,ctx_fulla_bs_intangible_asset|ctx_fulla_bs_total_assets,fundamental_quality_risk,announcement_pit_feature,fundamental_pit_silver,fundamental_balance_long,True,False,False,False,False,False,0.0,no_next_fields;fundamental_notice_lag_required;timestamped_event_cutoff_or_lag1;daily_sentiment_tplus1,candidate-pool-source-priority-v1-2026-05-28,0.8,cn_phase3ad_new_data_feature_layer:balance_risk_inverse:none,phase3ad_new_data:c898b1a8440e5f6f,metadata_only_opt_in_no_locked_selector_behavior_change,
phase3ad_newdata_fundamental_netprofit_margin_00009,"CSRank(Div($ctx_fulla_ps_netprofit,Add(Abs($ctx_fulla_ps_total_operate_income),0.000001)))",cn_phase3ad_new_data_feature_layer,cn_phase3ad_new_data_factor_pack_v1,fundamental_netprofit_margin,profit_quality,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603,cn-phase3ad-new-data-factor-pack-v1-2026-06-03,False,1,panelization_preflight|field_lag_check|selector_only_smoke|frozen_replay_smoke|x0_r3_marginal_audit,v2cand-e7da4642374c,skeleton-0179a533d19e0f68,phase3ad_new_data:c008760c591f81e0,ctx_fulla_ps_netprofit|ctx_fulla_ps_total_operate_income,fundamental_quality_risk,announcement_pit_feature,fundamental_pit_silver,fundamental_profit_long,True,False,False,False,False,False,0.0,no_next_fields;fundamental_notice_lag_required;timestamped_event_cutoff_or_lag1;daily_sentiment_tplus1,candidate-pool-source-priority-v1-2026-05-28,0.8,cn_phase3ad_new_data_feature_layer:profit_quality:none,phase3ad_new_data:c008760c591f81e0,metadata_only_opt_in_no_locked_selector_behavior_change,
phase3ad_newdata_fundamental_parent_netprofit_margin_00010,"CSRank(Div($ctx_fulla_ps_parent_netprofit,Add(Abs($ctx_fulla_ps_total_operate_income),0.000001)))",cn_phase3ad_new_data_feature_layer,cn_phase3ad_new_data_factor_pack_v1,fundamental_parent_netprofit_margin,profit_quality,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603,cn-phase3ad-new-data-factor-pack-v1-2026-06-03,False,1,panelization_preflight|field_lag_check|selector_only_smoke|frozen_replay_smoke|x0_r3_marginal_audit,v2cand-0294d0569a51,skeleton-0179a533d19e0f68,phase3ad_new_data:fe8e0daf166c4e60,ctx_fulla_ps_parent_netprofit|ctx_fulla_ps_total_operate_income,fundamental_quality_risk,announcement_pit_feature,fundamental_pit_silver,fundamental_profit_long,True,False,False,False,False,False,0.0,no_next_fields;fundamental_notice_lag_required;timestamped_event_cutoff_or_lag1;daily_sentiment_tplus1,candidate-pool-source-priority-v1-2026-05-28,0.8,cn_phase3ad_new_data_feature_layer:profit_quality:none,phase3ad_new_data:fe8e0daf166c4e60,metadata_only_opt_in_no_locked_selector_behavior_change,
