cluster_id,candidate_uid,champion_rank,grade,proof_status,daily_proxy_pass,representative_expression,source_phase,source_scope,source_lane,field_families,operator_families,retained_by_j2,retained_by_j4_relaxed,new_vs_149_proxy,max_corr_to_149_registry_proxy,median_turnover,p90_turnover,cost_adjusted_score,capacity_proxy,median_amount_20d,limit_hit_rate,suspension_rate,limit_suspension_loss_proxy,raw_pass_count,deployable_count,champion_score,turnover_status,cost_status,capacity_status,feasibility_status,book_filter_status,concentration_status,blocking_issues,warnings,required_missing_tests,audit_decision
s53_cluster_002,phase3k_b_fresh:s53_cluster_002,13,A,DAILY_PROXY_PASS__DEEP_TESTS_PENDING,True,"CSRank(Add(Sign(Mom($final_total_market_cap,34)),CSRank(Mean(Abs(Delta($open,1)),34))))",Phase3K-B,kb_fresh_g2,agnostic_freeform_ast,price|size_capital,Abs|Add|CSRank|Delta|Mean|Mom|Sign,True,True,True,0.596226,0.143169,0.143169,3.181867,22877982.36,1126885824.0,0.024286,0.0,0.024286,1,1,71.390912,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,ENTER_DAILY_PROXY_BOOK
cluster_031,phase3j_locked:cluster_031,14,A,DAILY_PROXY_PASS__DEEP_TESTS_PENDING,True,"CSRank(Mul(CSRank(CSResidual(CSRank(CSRank($close)),CSRank(Log($final_total_market_cap)))),ZScore(Mean(Abs(Delta($close,1)),20))))",Phase3J,phase3j_locked_book,formula_gen_v2_repair_expansion,cap|price,Abs|CSRank|CSResidual|Delta|Log|Mean|Mul|ZScore,True,True,False,,0.103397,0.103397,3.074003,23895134.563,1128118777.6,0.017437,0.0,0.017437,1,1,70.942226,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,ENTER_DAILY_PROXY_BOOK
s54_cluster_002,phase3k_b_fresh:s54_cluster_002,15,A,DAILY_PROXY_PASS__DEEP_TESTS_PENDING,True,"CSRank(Mul(ZScore(Std($low,34)),Mul(Sign($turnover_rate),Sign(Mean($low,34)))))",Phase3K-B,kb_fresh_g2,r0_cem_led,flow|price,CSRank|Mean|Mul|Sign|Std|ZScore,True,True,False,1.0,0.052267,0.060015,3.763897,25044245.443,1223183433.6,0.024012,0.0,0.024012,4,4,70.211866,PASS,PASS,PASS,PASS,PASS,WARN,,raw_cluster_concentration,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,ENTER_DAILY_PROXY_BOOK
cluster_004,phase3j_locked:cluster_004,16,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"CSRank(Mul(Sign(ZScore(CSRank(Mul(ZScore(Std($amount,5)),ZScore(Std($close,34)))))),Mul(ZScore(CSRank(Mul(ZScore(Std($amount,5)),ZScore(Std($close,34))))),ZScore(CSRank(Mul(ZScore(Std($amount,5)),ZScore(Std($close,34))))))))",Phase3J,phase3j_locked_book,formula_gen_v2_repair_expansion,flow|price,CSRank|Mul|Sign|Std|ZScore,True,True,False,,0.212161,0.219893,2.788897,48305024.689,2776555488.0,0.037455,0.0,0.037455,2,2,68.839473,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
s51_cluster_001,phase3k_b_fresh:s51_cluster_001,17,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"CSRank(Mul(CSRank($amount),CSRank(Mean($close,13))))",Phase3K-B,kb_fresh_g2,agnostic_freeform_ast,flow|price,CSRank|Mean|Mul,True,True,True,0.0,0.195914,0.195914,2.207932,61038750.603,2506280908.8,0.016917,0.0,0.016917,1,1,68.762764,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
cluster_016,phase3j_locked:cluster_016,18,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"CSRank(Sub(ZScore($high),ZScore($final_float_market_cap)))",Phase3J,phase3j_locked_book,agnostic_freeform_ast,cap|price,CSRank|Sub|ZScore,True,True,False,,0.061503,0.061503,2.629757,20861176.64,764548987.2,0.01039,0.0,0.01039,1,1,68.193751,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
registry_112,registry149:registry_112,19,B,HOLD_DAILY_PROXY_RISK,False,"CSRank(Mul(ZScore(Mean(Abs(Delta($final_float_market_cap,1)),5)),Mul(ZScore(Mean($final_total_market_cap,34)),ZScore($high))))",Phase3E,registry_149,agnostic_freeform_ast,$final_float_market_cap|$final_total_market_cap|$high,Abs|CSRank|Delta|Mean|Mul|ZScore,False,False,False,,0.08291,0.069145,6.029984,,,0.0,0.0,0.0,1,1,68.073333,PASS,PASS,MISSING,PASS,FAIL,PASS,locked_book_filter,capacity_proxy,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
s51_cluster_005,phase3k_b_fresh:s51_cluster_005,20,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"CSRank(Mul(ZScore(Mean(Abs($final_float_market_cap),8)),ZScore(Mean(Abs($close),2))))",Phase3K-B,kb_fresh_g2,r0_cem_led,price|size_capital,Abs|CSRank|Mean|Mul|ZScore,True,True,False,1.0,0.036741,0.036741,2.732301,114899314.978,2361168425.6,0.009516,0.0,0.009516,2,2,66.480719,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
s52_cluster_002,phase3k_b_fresh:s52_cluster_002,21,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"CSRank(Mul(ZScore(Mean(Abs($amount),8)),ZScore(Mean(Abs($close),21))))",Phase3K-B,kb_fresh_g2,r0_cem_led,flow|price,Abs|CSRank|Mean|Mul|ZScore,True,True,False,0.958598,0.110025,0.1414,2.96599,69546080.957,2851132067.2,0.015291,0.0,0.015291,2,2,66.047734,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
s51_cluster_011,phase3k_b_fresh:s51_cluster_011,22,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"CSRank(Mul(CSRank(Mean($final_total_market_cap,8)),CSRank(Delta($low,34))))",Phase3K-B,kb_fresh_g2,agnostic_freeform_ast,price|size_capital,CSRank|Delta|Mean|Mul,True,True,True,0.414166,0.144215,0.144215,1.065551,67648509.122,2388961491.2,0.029061,0.0,0.029061,1,1,65.844944,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
s54_cluster_005,phase3k_b_fresh:s54_cluster_005,23,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"CSRank(Mul(Sign(Mean(Abs(Delta($amount,1)),2)),Mul(ZScore(Mean($high,3)),ZScore(Delta($final_total_market_cap,34)))))",Phase3K-B,kb_fresh_g2,agnostic_freeform_ast,flow|price|size_capital,Abs|CSRank|Delta|Mean|Mul|Sign|ZScore,True,True,True,0.273914,0.139171,0.139171,1.105188,57611127.09,1938888038.4,0.026051,0.0,0.026051,1,1,65.640872,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
s54_cluster_010,phase3k_b_fresh:s54_cluster_010,24,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"CSRank(Mul(CSRank(Mul(ZScore(CSRank(Mean(Abs($ret),8))),ZScore(CSRank($close)))),ZScore(Mean(Abs(Delta($close,1)),20))))",Phase3K-B,kb_fresh_g2,formula_gen_v2_repair_expansion,other|price,Abs|CSRank|Delta|Mean|Mul|ZScore,True,True,True,0.777104,0.132702,0.132702,2.435467,21990144.124,1157034569.6,0.020567,0.0,0.020567,1,1,65.539945,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
s53_cluster_004,phase3k_b_fresh:s53_cluster_004,25,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"CSRank(Mul(ZScore(Mean($close,2)),ZScore(Mean($final_float_market_cap,2))))",Phase3K-B,kb_fresh_g2,r0_cem_led,price|size_capital,CSRank|Mean|Mul|ZScore,True,True,False,1.0,0.037819,0.037819,2.517883,114204507.063,2362833614.769,0.009497,0.0,0.009497,2,2,65.191189,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
cluster_005,phase3j_locked:cluster_005,26,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"CSRank(Mul(ZScore(Std($final_float_market_cap,21)),ZScore(Std($close,5))))",Phase3J,phase3j_locked_book,r0_cem_led,cap|price,CSRank|Mul|Std|ZScore,True,True,False,,0.186745,0.186745,2.183766,66173875.644,2403395172.8,0.032379,0.0,0.032379,1,1,64.481207,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
cluster_035,phase3j_locked:cluster_035,27,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"CSRank(Mean($amount,34))",Phase3J,phase3j_locked_book,r0_cem_led,flow,CSRank|Mean,True,True,False,,0.057486,0.057486,1.193926,90645992.819,4441117113.6,0.031503,0.0,0.031503,1,1,64.027174,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
s51_cluster_006,phase3k_b_fresh:s51_cluster_006,28,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"CSRank(Mul(ZScore(Std($open,34)),Mul(CSRank(Mean(Abs(Delta($low,1)),3)),ZScore(Std($final_float_market_cap,13)))))",Phase3K-B,kb_fresh_g2,agnostic_freeform_ast,price|size_capital,Abs|CSRank|Delta|Mean|Mul|Std|ZScore,True,True,True,0.493024,0.120017,0.120017,0.803214,66178692.158,2500253516.8,0.032268,0.0,0.032268,1,1,63.963883,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
s52_cluster_030,phase3k_b_fresh:s52_cluster_030,29,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"Neg(CSRank(Mul(ZScore(Mean(Abs($final_float_market_cap),21)),ZScore(Mean(Abs($final_float_market_cap),8)))))",Phase3K-B,kb_fresh_g2,r0_cem_led,size_capital,Abs|CSRank|Mean|Mul|Neg|ZScore,True,True,True,0.50358,0.047298,0.047298,1.714116,18203547.141,405354274.8,0.022451,0.0,0.022451,1,1,62.503016,PASS,PASS,WARN,PASS,PASS,PASS,,capacity_proxy,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
cluster_003,phase3j_locked:cluster_003,30,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"Neg(CSRank(CSResidual(CSRank(Std($volume,5)),CSRank(Std($amount,21)))))",Phase3J,phase3j_locked_book,r0_cem_led,flow,CSRank|CSResidual|Neg|Std,True,True,False,,0.302583,0.302583,3.497901,8286721.671,346951725.6,0.010552,0.0,0.010552,1,1,61.956733,WARN,PASS,WARN,PASS,PASS,PASS,,turnover_tail|capacity_proxy,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
