candidate_uid,cluster_id,source_scope,source_phase,representative_expression,canonical_expression,representative_candidate_id,source_lane,field_families,operator_families,retained_by_j2,retained_by_j4_relaxed,new_vs_149_proxy,known_vs_149_reason,max_corr_to_149_registry_proxy,p90_turnover,median_turnover,cost_adjusted_score,capacity_proxy,median_amount_20d,limit_hit_rate,suspension_rate,raw_pass_count,deployable_count,champion_score,grade,discovery_strength_component,book_readiness_component,cost_proxy_component,turnover_component,capacity_component,novelty_corr_component,feasibility_component,penalties,proof_gaps,champion_decision,merged_duplicate_candidate_uids,duplicate_candidate_count,legacy_cluster_id
phase3j_locked:cluster_003,cluster_003,phase3j_locked_book,Phase3J,"Neg(CSRank(CSResidual(CSRank(Std($volume,5)),CSRank(Std($amount,21)))))","Neg(CSRank(CSResidual(CSRank(Std($volume,5)),CSRank(Std($amount,21)))))",stockpit-cem_adaptive_grammar-f09950e9b57c,r0_cem_led,flow,CSRank|CSResidual|Neg|Std,True,True,False,existing_locked_phase3j_book,,0.302583,0.302583,3.497901,8286721.671289,346951725.6,0.010552,0.0,1,1,61.956733,B,0.518102,1.0,0.69958,0.446126,0.168645,0.55,0.912067,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,KEEP_AS_GRADE_B_RESERVE,phase3j_locked:cluster_003,1,
phase3k_b_fresh:s54_cluster_015,s54_cluster_015,kb_fresh_g2,Phase3K-B,"CSRank(Add(CSRank($high),Sign(Delta($final_float_market_cap,13))))","CSRank(Add(CSRank($high),Sign(Delta($final_float_market_cap,13))))",agnostic-freeform-7ac2ab8a0f62,agnostic_freeform_ast,price|size_capital,Add|CSRank|Delta|Sign,True,True,True,,0.648952,0.224466,0.224466,2.216986,23526066.793848,856215411.2,0.017573,0.0,1,1,60.829917,B,0.377202,1.0,0.443397,0.650712,0.516959,0.551048,0.853558,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,KEEP_AS_GRADE_B_RESERVE,phase3k_b_fresh:s54_cluster_015,1,
phase3j_locked:cluster_027,cluster_027,phase3j_locked_book,Phase3J,"CSRank(CSResidual(ZScore(Mean($vwap,3)),CSRank(Std($high,21))))","CSRank(CSResidual(ZScore(Mean($vwap,3)),CSRank(Std($high,21))))",agnostic-freeform-b7072be998d8,agnostic_freeform_ast,price,CSRank|CSResidual|Mean|Std|ZScore,True,True,False,existing_locked_phase3j_book,,0.08501,0.08501,1.064067,32125730.722461,1019296236.8,0.009658,0.0,1,1,60.546628,B,0.250381,1.0,0.212813,1.0,0.620956,0.55,0.919517,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,KEEP_AS_GRADE_B_RESERVE,phase3j_locked:cluster_027,1,
phase3k_b_fresh:s52_cluster_017,s52_cluster_017,kb_fresh_g2,Phase3K-B,"CSRank(Mul(Sign(Delta($open,21)),ZScore(Mean(Abs(Delta($final_total_market_cap,1)),21))))","CSRank(Mul(Sign(Delta($open,21)),ZScore(Mean(Abs(Delta($final_total_market_cap,1)),21))))",agnostic-freeform-a1780804e563,agnostic_freeform_ast,price|size_capital,Abs|CSRank|Delta|Mean|Mul|Sign|ZScore,True,True,True,,0.178697,0.164631,0.164631,0.425112,104685539.252344,2549864985.6,0.026737,0.0,1,1,59.936929,B,0.180096,1.0,0.085022,0.730492,1.0,1.0,0.777192,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,KEEP_AS_GRADE_B_RESERVE,phase3k_b_fresh:s52_cluster_017,1,
registry149:registry_107,registry_107,registry_149,Phase3E,"CSRank(Mul(ZScore(Mean(Abs(Delta($open,1)),21)),Mul(CSRank(Mean(Abs(Delta($high,1)),2)),Sign(Mean($open,21)))))","CSRank(Mul(ZScore(Mean(Abs(Delta($open,1)),21)),Mul(CSRank(Mean(Abs(Delta($high,1)),2)),Sign(Mean($open,21)))))",agnostic-freeform-d19ab9871668,agnostic_freeform_ast,$high|$open,Abs|CSRank|Delta|Mean|Mul|Sign|ZScore,False,False,False,registry_member,,0.321874,0.332501,6.06268,,,,,1,1,59.913979,B,0.683333,0.28,1.0,0.417189,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,KEEP_AS_GRADE_B_RESERVE,registry149:registry_107,1,cluster_016
phase3k_b_fresh:s52_cluster_015,s52_cluster_015,kb_fresh_g2,Phase3K-B,"CSRank(Mul(CSRank(Mean($open,21)),CSRank(Delta($high,8))))","CSRank(Mul(CSRank(Mean($open,21)),CSRank(Delta($high,8))))",agnostic-freeform-698afa8bbd63,agnostic_freeform_ast,price,CSRank|Delta|Mean|Mul,True,True,True,,0.547427,0.205154,0.205154,1.839672,22728218.225781,824737665.6,0.021606,0.0,1,1,59.324107,B,0.335697,1.0,0.367934,0.676461,0.505442,0.652573,0.81995,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,KEEP_AS_GRADE_B_RESERVE,phase3k_b_fresh:s52_cluster_015,1,
phase3k_b_fresh:s54_cluster_012,s54_cluster_012,kb_fresh_g2,Phase3K-B,"CSRank(Mul(ZScore($vwap),Corr(Std($final_float_market_cap,3),Delta($volume,5),21)))","CSRank(Mul(ZScore($vwap),Corr(Std($final_float_market_cap,3),Delta($volume,5),21)))",agnostic-freeform-a76a85f5d6b4,agnostic_freeform_ast,flow|price|size_capital,CSRank|Corr|Delta|Mul|Std|ZScore,True,True,True,,0.753389,0.170744,0.170744,1.695468,26165386.804102,872999079.836364,0.009041,0.0,1,1,58.852413,B,0.319835,1.0,0.339094,0.722341,0.552452,0.446611,0.924658,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,KEEP_AS_GRADE_B_RESERVE,phase3k_b_fresh:s54_cluster_012,1,
phase3j_locked:cluster_029,cluster_029,phase3j_locked_book,Phase3J,"CSRank(Mul(ZScore(Mean(Abs(Delta($final_float_market_cap,1)),34)),Corr($final_float_market_cap,Delta($high,34),13)))","CSRank(Mul(ZScore(Mean(Abs(Delta($final_float_market_cap,1)),34)),Corr($final_float_market_cap,Delta($high,34),13)))",agnostic-freeform-81de83fad2da,agnostic_freeform_ast,cap|price,Abs|CSRank|Corr|Delta|Mean|Mul|ZScore,True,True,False,existing_locked_phase3j_book,,0.170802,0.170802,0.700787,153574089.76,3071481795.2,0.018712,0.0,1,1,58.4163,B,0.21042,1.0,0.140157,0.722264,1.0,0.55,0.844067,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,KEEP_AS_GRADE_B_RESERVE,phase3j_locked:cluster_029,1,
phase3k_b_fresh:s54_cluster_001,s54_cluster_001,kb_fresh_g2,Phase3K-B,"CSRank(Mul(ZScore(CSRank(Mean(Abs($ret),8))),ZScore(CSRank($close))))","CSRank(Mul(ZScore(CSRank(Mean(Abs($ret),8))),ZScore(CSRank($close))))",stockpit-ast_evolutionary_mutation-f6f25eb678ae,r0_cem_led,other|price,Abs|CSRank|Mean|Mul|ZScore,True,True,False,signal_collision_ge_0p80,1.0,0.232103,0.232103,3.640617,14447756.916406,524492321.6,0.021595,0.0,2,2,58.361377,B,0.667135,1.0,0.728123,0.640529,0.354204,0.1,0.820042,near_registry_duplicate,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,KEEP_AS_GRADE_B_RESERVE,phase3k_b_fresh:s54_cluster_001,1,
phase3k_b_fresh:s53_cluster_028,s53_cluster_028,kb_fresh_g2,Phase3K-B,"Neg(CSRank(Mul(ZScore(Mean($amount,2)),ZScore(Mean($volume,2)))))","Neg(CSRank(Mul(ZScore(Mean($amount,2)),ZScore(Mean($volume,2)))))",stockpit-cem_adaptive_grammar-2bc436e799e0,r0_cem_led,flow,CSRank|Mean|Mul|Neg|ZScore,True,True,True,,0.312815,0.192879,0.192879,1.105761,23180912.869824,1041644592.0,0.021847,0.0,1,1,57.977446,B,0.254967,1.0,0.221152,0.692828,0.512025,1.0,0.817942,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,KEEP_AS_GRADE_B_RESERVE,phase3k_b_fresh:s53_cluster_028,1,
registry149:registry_120,registry_120,registry_149,Phase3E,"CSRank(Mul(CSRank(Mean(Abs($close),21)),ZScore(Mean(Abs(Delta($close,1)),20))))","CSRank(Mul(CSRank(Mean(Abs($close),21)),ZScore(Mean(Abs(Delta($close,1)),20))))",fgv2-repair-add_state_gate-fabcc2b993,formula_gen_v2_repair_expansion,$close,Abs|CSRank|Delta|Mean|Mul|ZScore,False,False,False,registry_member,,0.079715,0.097419,3.257574,,,,,1,1,57.583929,B,0.491666,0.28,0.651515,1.0,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,KEEP_AS_GRADE_B_RESERVE,registry149:registry_120,1,cluster_050
registry149:registry_136,registry_136,registry_149,Phase3H,"CSRank(Mul(CSRank(Mul(ZScore(Delta($close,5)),ZScore(Delta($close,5)))),ZScore(Mean(Abs(Delta($close,1)),20))))","CSRank(Mul(CSRank(Mul(ZScore(Delta($close,5)),ZScore(Delta($close,5)))),ZScore(Mean(Abs(Delta($close,1)),20))))",fgv2-repair-add_state_gate-8c5791d8cd,formula_gen_v2_repair_expansion,$close,Abs|CSRank|Delta|Mean|Mul|ZScore,False,False,False,registry_member,,0.356734,0.36877,4.582608,,,,,1,1,56.669219,B,0.63742,0.28,0.916522,0.364899,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,KEEP_AS_GRADE_B_RESERVE,registry149:registry_136,1,cluster_136
phase3k_b_fresh:s51_cluster_009,s51_cluster_009,kb_fresh_g2,Phase3K-B,"CSRank(Mul(CSRank(Mean($high,2)),Corr(Mom($close,13),$vwap,21)))","CSRank(Mul(CSRank(Mean($high,2)),Corr(Mom($close,13),$vwap,21)))",agnostic-freeform-225fee8cd870,agnostic_freeform_ast,price,CSRank|Corr|Mean|Mom|Mul,True,True,True,,0.754103,0.198281,0.198281,1.79795,15284692.164941,568251405.2,0.019025,0.0,1,1,56.130613,B,0.331108,1.0,0.35959,0.685625,0.373002,0.445897,0.841458,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,KEEP_AS_GRADE_B_RESERVE,phase3k_b_fresh:s51_cluster_009,1,
registry149:registry_141,registry_141,registry_149,Phase3H,"CSRank(Add(ZScore(Mean($close,34)),CSRank(Delta($final_total_market_cap,21))))","CSRank(Add(ZScore(Mean($close,34)),CSRank(Delta($final_total_market_cap,21))))",agnostic-freeform-96b7cdc28100,agnostic_freeform_ast,$close|$final_total_market_cap,Add|CSRank|Delta|Mean|ZScore,False,False,False,registry_member,,0.111955,0.128565,2.948465,,,,,1,1,55.723093,B,0.457664,0.28,0.589693,1.0,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,KEEP_AS_GRADE_B_RESERVE,registry149:registry_141,1,cluster_141
registry149:registry_122,registry_122,registry_149,Phase3E,"CSRank(Mul(ZScore($turnover_rate),Mul(Sign(Std($final_float_market_cap,8)),ZScore(Mean($open,5)))))","CSRank(Mul(ZScore($turnover_rate),Mul(Sign(Std($final_float_market_cap,8)),ZScore(Mean($open,5)))))",agnostic-freeform-3e2a5f436bcc,agnostic_freeform_ast,$final_float_market_cap|$open|$turnover_rate,CSRank|Mean|Mul|Sign|Std|ZScore,False,False,False,registry_member,,0.263746,0.273813,3.844136,,,,,1,1,55.491773,B,0.556188,0.28,0.768827,0.598339,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,KEEP_AS_GRADE_B_RESERVE,registry149:registry_122,1,cluster_053
registry149:registry_135,registry_135,registry_149,Phase3H,"CSRank(Sub(CSRank(Mom($vwap,34)),ZScore(Std($volume,3))))","CSRank(Sub(CSRank(Mom($vwap,34)),ZScore(Std($volume,3))))",agnostic-freeform-806d5235bba6,agnostic_freeform_ast,$volume|$vwap,CSRank|Mom|Std|Sub|ZScore,False,False,False,registry_member,,0.342091,0.346881,4.320252,,,,,1,1,55.397339,B,0.608561,0.28,0.86405,0.386864,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,KEEP_AS_GRADE_B_RESERVE,registry149:registry_135,1,cluster_135
phase3k_b_fresh:s53_cluster_003,s53_cluster_003,kb_fresh_g2,Phase3K-B,"CSRank(Mul(CSRank(Mul(ZScore(Delta($close,8)),ZScore(Delta($final_float_market_cap,8)))),ZScore(Mean(Abs(Delta($close,1)),20))))","CSRank(Mul(CSRank(Mul(ZScore(Delta($close,8)),ZScore(Delta($final_float_market_cap,8)))),ZScore(Mean(Abs(Delta($close,1)),20))))",fgv2-repair-add_state_gate-71636e4924,formula_gen_v2_repair_expansion,price|size_capital,Abs|CSRank|Delta|Mean|Mul|ZScore,False,False,True,,0.734376,0.27302,0.27302,3.047705,28596551.40752,1299505779.2,0.017263,0.0,1,1,55.143599,B,0.468581,0.45,0.609541,0.585973,0.582111,0.465624,0.856142,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,KEEP_AS_GRADE_B_RESERVE,phase3k_b_fresh:s53_cluster_003,1,
registry149:registry_137,registry_137,registry_149,Phase3H,"CSRank(Add(ZScore(Mean($vwap,34)),CSRank(Delta($volume,8))))","CSRank(Add(ZScore(Mean($vwap,34)),CSRank(Delta($volume,8))))",agnostic-freeform-3012000864f6,agnostic_freeform_ast,$volume|$vwap,Add|CSRank|Delta|Mean|ZScore,False,False,False,registry_member,,0.232384,0.257585,3.647021,,,,,1,1,54.890565,B,0.534506,0.28,0.729404,0.640155,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,KEEP_AS_GRADE_B_RESERVE,registry149:registry_137,1,cluster_137
phase3k_b_fresh:s53_cluster_007,s53_cluster_007,kb_fresh_g2,Phase3K-B,"CSRank(Mul(CSRank($open),Mul(ZScore(Mean(Abs(Delta($open,1)),13)),Sign(Delta($final_float_market_cap,21)))))","CSRank(Mul(CSRank($open),Mul(ZScore(Mean(Abs(Delta($open,1)),13)),Sign(Delta($final_float_market_cap,21)))))",agnostic-freeform-c0097a58b16d,agnostic_freeform_ast,price|size_capital,Abs|CSRank|Delta|Mean|Mul|Sign|ZScore,True,True,True,,0.116398,0.202382,0.202382,0.696888,20583709.256006,1025707763.2,0.026021,0.0,1,1,54.58438,B,0.209991,1.0,0.139378,0.680157,0.472359,1.0,0.783158,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,KEEP_AS_GRADE_B_RESERVE,phase3k_b_fresh:s53_cluster_007,1,
registry149:registry_108,registry_108,registry_149,Phase3E,"CSRank(Mul(Sign($turnover_rate),Mul(CSRank(Delta($close,34)),ZScore($low))))","CSRank(Mul(Sign($turnover_rate),Mul(CSRank(Delta($close,34)),ZScore($low))))",agnostic-freeform-2a3d2b3f0333,agnostic_freeform_ast,$close|$low|$turnover_rate,CSRank|Delta|Mul|Sign|ZScore,False,False,False,registry_member,,0.149274,0.164292,2.751926,,,,,1,1,54.539928,B,0.436045,0.28,0.550385,1.0,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,KEEP_AS_GRADE_B_RESERVE,registry149:registry_108,1,cluster_018
phase3j_locked:cluster_072,cluster_072,phase3j_locked_book,Phase3J,"CSRank(Mul(Sign(Delta($final_float_market_cap,21)),Mul(CSRank(Mean($high,2)),Sign($high))))","CSRank(Mul(Sign(Delta($final_float_market_cap,21)),Mul(CSRank(Mean($high,2)),Sign($high))))",agnostic-freeform-82782ac0ade1,agnostic_freeform_ast,cap|price,CSRank|Delta|Mean|Mul|Sign,True,True,False,existing_locked_phase3j_book,,0.204298,0.194496,0.567782,24771722.56582,939088115.2,0.016805,0.0,2,2,54.460997,B,0.329123,1.0,0.113556,0.677603,0.534182,0.55,0.859958,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,KEEP_AS_GRADE_B_RESERVE,phase3j_locked:cluster_072,1,
registry149:registry_111,registry_111,registry_149,Phase3E,"CSRank(Mul(CSRank(Std($final_float_market_cap,21)),ZScore(Mean(Abs(Delta($close,1)),20))))","CSRank(Mul(CSRank(Std($final_float_market_cap,21)),ZScore(Mean(Abs(Delta($close,1)),20))))",fgv2-repair-add_state_gate-4e1937f9f9,formula_gen_v2_repair_expansion,$close|$final_float_market_cap,Abs|CSRank|Delta|Mean|Mul|Std|ZScore,False,False,False,registry_member,,0.048649,0.065051,2.704049,,,,,1,1,54.251708,B,0.430779,0.28,0.54081,1.0,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,KEEP_AS_GRADE_B_RESERVE,registry149:registry_111,1,cluster_030
phase3k_b_fresh:s52_cluster_001,s52_cluster_001,kb_fresh_g2,Phase3K-B,"CSRank(Mul(CSRank(Mul(ZScore(Std($amount,2)),ZScore(Std($final_float_market_cap,8)))),ZScore(Mean(Abs(Delta($close,1)),20))))","CSRank(Mul(CSRank(Mul(ZScore(Std($amount,2)),ZScore(Std($final_float_market_cap,8)))),ZScore(Mean(Abs(Delta($close,1)),20))))",fgv2-repair-add_state_gate-32a489bbd2,formula_gen_v2_repair_expansion,flow|price|size_capital,Abs|CSRank|Delta|Mean|Mul|Std|ZScore,False,False,True,,0.0,0.398595,0.398595,2.694595,38590345.544531,1860544390.4,0.023524,0.0,1,1,54.101935,B,0.429739,0.45,0.538919,0.302108,0.682158,1.0,0.803967,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,KEEP_AS_GRADE_B_RESERVE,phase3k_b_fresh:s52_cluster_001,1,
registry149:registry_142,registry_142,registry_149,Phase3H,"CSRank(Mul(ZScore(Mean(Abs(Delta($high,1)),13)),Mul(ZScore($vwap),CSRank(Mean($vwap,8)))))","CSRank(Mul(ZScore(Mean(Abs(Delta($high,1)),13)),Mul(ZScore($vwap),CSRank(Mean($vwap,8)))))",agnostic-freeform-a89759d3657a,agnostic_freeform_ast,$high|$vwap,Abs|CSRank|Delta|Mean|Mul|ZScore,False,False,False,registry_member,,0.10336,0.115093,2.660013,,,,,1,1,53.986612,B,0.425935,0.28,0.532003,1.0,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,KEEP_AS_GRADE_B_RESERVE,registry149:registry_142,1,cluster_142
phase3k_b_fresh:s53_cluster_010,s53_cluster_010,kb_fresh_g2,Phase3K-B,"CSRank(Mul(ZScore($open),Corr(Std($low,5),Delay(Mom($final_total_market_cap,2),1),21)))","CSRank(Mul(ZScore($open),Corr(Std($low,5),Delay(Mom($final_total_market_cap,2),1),21)))",agnostic-freeform-f3f27838c626,agnostic_freeform_ast,price|size_capital,CSRank|Corr|Delay|Mom|Mul|Std|ZScore,True,True,True,,0.443316,0.150138,0.150138,0.210041,23208150.297852,922602947.2,0.022155,0.0,1,1,53.367214,B,0.156438,1.0,0.042008,0.749816,0.512417,1.0,0.815375,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,KEEP_AS_GRADE_B_RESERVE,phase3k_b_fresh:s53_cluster_010,1,
phase3j_locked:cluster_064,cluster_064,phase3j_locked_book,Phase3J,"Neg(CSRank(Mul(ZScore($volume),ZScore($amount))))","Neg(CSRank(Mul(ZScore($volume),ZScore($amount))))",stockpit-cem_adaptive_grammar-b85be6d7f113,r0_cem_led,flow,CSRank|Mul|Neg|ZScore,True,True,False,existing_locked_phase3j_book,,0.281432,0.26913,0.734537,23215738.0,1016451078.4,0.023014,0.0,2,2,53.351235,B,0.347466,1.0,0.146907,0.574757,0.512527,0.55,0.808217,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,KEEP_AS_GRADE_B_RESERVE,phase3j_locked:cluster_064,1,
registry149:registry_140,registry_140,registry_149,Phase3H,"CSRank(Mul(CSRank(Std($final_total_market_cap,13)),Mul(CSRank($final_total_market_cap),ZScore(Std($final_total_market_cap,21)))))","CSRank(Mul(CSRank(Std($final_total_market_cap,13)),Mul(CSRank($final_total_market_cap),ZScore(Std($final_total_market_cap,21)))))",agnostic-freeform-7ec86bf35fbd,agnostic_freeform_ast,$final_total_market_cap,CSRank|Mul|Std|ZScore,False,False,False,registry_member,,0.127749,0.135676,2.554441,,,,,1,1,53.351068,B,0.414322,0.28,0.510888,1.0,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,KEEP_AS_GRADE_B_RESERVE,registry149:registry_140,1,cluster_140
phase3j_locked:cluster_015,cluster_015,phase3j_locked_book,Phase3J,"CSRank(Mul(ZScore($open),Corr(Mean($vwap,5),Delay(Mean(Abs(Delta($amount,1)),5),1),8)))","CSRank(Mul(ZScore($open),Corr(Mean($vwap,5),Delay(Mean(Abs(Delta($amount,1)),5),1),8)))",agnostic-freeform-eb136e0ae315,agnostic_freeform_ast,flow|price,Abs|CSRank|Corr|Delay|Delta|Mean|Mul|ZScore,True,True,False,existing_locked_phase3j_book,,0.251822,0.251822,1.026099,21979980.169629,750061638.0,0.013274,0.0,1,1,53.156053,B,0.246204,1.0,0.20522,0.614237,0.494268,0.55,0.889383,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,KEEP_AS_GRADE_B_RESERVE,phase3j_locked:cluster_015,1,
phase3k_b_fresh:s51_cluster_003,s51_cluster_003,kb_fresh_g2,Phase3K-B,"CSRank(CSResidual(CSRank(Mean($vwap,2)),ZScore(Mom($final_total_market_cap,5))))","CSRank(CSResidual(CSRank(Mean($vwap,2)),ZScore(Mom($final_total_market_cap,5))))",agnostic-freeform-38c48943ef92,agnostic_freeform_ast,price|size_capital,CSRank|CSResidual|Mean|Mom|ZScore,False,False,False,signal_collision_ge_0p80,0.991028,0.259911,0.052267,3.493812,24339801.149414,792936964.8,0.012311,0.0,3,3,52.700062,B,0.784319,0.45,0.698762,0.603452,0.52831,0.1,0.897408,near_registry_duplicate,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,KEEP_AS_GRADE_B_RESERVE,phase3k_b_fresh:s51_cluster_003,1,
phase3k_b_fresh:s53_cluster_011,s53_cluster_011,kb_fresh_g2,Phase3K-B,"CSRank(ZScore(Delta($high,34)))","CSRank(ZScore(Delta($high,34)))",agnostic-freeform-8f34095b0c2f,agnostic_freeform_ast,price,CSRank|Delta|ZScore,True,True,True,,0.595833,0.170228,0.170228,0.875706,19862985.192187,1126582209.6,0.036222,0.0,1,1,52.271571,B,0.229661,1.0,0.175141,0.723029,0.460462,0.604167,0.69815,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,KEEP_AS_GRADE_B_RESERVE,phase3k_b_fresh:s53_cluster_011,1,
phase3j_locked:cluster_050,cluster_050,phase3j_locked_book,Phase3J,"CSRank(ZScore(Delta($open,34)))","CSRank(ZScore(Delta($open,34)))",agnostic-freeform-03162998d03c,agnostic_freeform_ast,price,CSRank|Delta|ZScore,True,True,False,existing_locked_phase3j_book,,0.17779,0.17779,0.999306,20263736.030273,1124588403.2,0.041667,0.0,1,1,52.158163,B,0.243257,1.0,0.199861,0.712947,0.46713,0.55,0.652775,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,KEEP_AS_GRADE_B_RESERVE,phase3j_locked:cluster_050,1,
phase3k_b_fresh:s54_cluster_017,s54_cluster_017,kb_fresh_g2,Phase3K-B,"CSRank(Mul(Sign(ZScore(CSRank(Mul(ZScore($close),ZScore($close))))),Mul(ZScore(CSRank(Mul(ZScore($close),ZScore($close)))),ZScore(CSRank(Mul(ZScore($close),ZScore($close)))))))","CSRank(Mul(Sign(ZScore(CSRank(Mul(ZScore($close),ZScore($close))))),Mul(ZScore(CSRank(Mul(ZScore($close),ZScore($close)))),ZScore(CSRank(Mul(ZScore($close),ZScore($close)))))))",fgv2-repair-nonlinearize-843030abe5,formula_gen_v2_repair_expansion,price,CSRank|Mul|Sign|ZScore,False,False,True,,0.446466,0.242181,0.242181,1.575884,31314104.342725,993165275.428571,0.00919,0.0,1,1,52.035754,B,0.306681,0.45,0.315177,0.627092,0.612415,1.0,0.923417,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,KEEP_AS_GRADE_B_RESERVE,phase3k_b_fresh:s54_cluster_017,1,
registry149:registry_105,registry_105,registry_149,Phase3E,"CSRank(Mul(CSRank(Mean($amount,2)),Mul(CSRank(Delta($open,3)),ZScore(Std($high,34)))))","CSRank(Mul(CSRank(Mean($amount,2)),Mul(CSRank(Delta($open,3)),ZScore(Std($high,34)))))",agnostic-freeform-ae75d4bc8223,agnostic_freeform_ast,$amount|$high|$open,CSRank|Delta|Mean|Mul|Std|ZScore,False,False,False,registry_member,,0.398185,0.41797,3.930884,,,,,1,1,51.87537,C,0.565731,0.28,0.786177,0.302723,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_105,1,cluster_011
phase3k_b_fresh:s51_cluster_016,s51_cluster_016,kb_fresh_g2,Phase3K-B,"CSRank(Delta($close,34))","CSRank(Delta($close,34))",stockpit-cem_adaptive_grammar-75bd5b22d1ce,r0_cem_led,price,CSRank|Delta,True,True,False,exact_expression_match,0.734844,0.179438,0.179438,0.670743,20121176.026807,1130709492.8,0.037775,0.0,1,1,49.701885,C,0.207115,1.0,0.134149,0.710749,0.464773,0.465156,0.685208,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,phase3k_b_fresh:s51_cluster_016|registry149:registry_017,2,
