cluster_id,candidate_uid,champion_rank,grade,proof_status,daily_proxy_pass,representative_expression,source_phase,source_scope,source_lane,field_families,operator_families,retained_by_j2,retained_by_j4_relaxed,new_vs_149_proxy,max_corr_to_149_registry_proxy,median_turnover,p90_turnover,cost_adjusted_score,capacity_proxy,median_amount_20d,limit_hit_rate,suspension_rate,limit_suspension_loss_proxy,raw_pass_count,deployable_count,champion_score,turnover_status,cost_status,capacity_status,feasibility_status,book_filter_status,concentration_status,blocking_issues,warnings,required_missing_tests,audit_decision
cluster_001,phase3j_locked:cluster_001,11,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"CSRank(Mul(Sign(ZScore(CSRank(Mul(ZScore(Std($amount,21)),ZScore(Std($final_float_market_cap,21)))))),Mul(ZScore(CSRank(Mul(ZScore(Std($amount,21)),ZScore(Std($final_float_market_cap,21))))),ZScore(CSRank(Mul(ZScore(Std($amount,21)),ZScore(Std($final_float_market_cap,21))))))))",Phase3J,phase3j_locked_book,formula_gen_v2_repair_expansion,cap|flow,CSRank|Mul|Sign|Std|ZScore,True,True,False,,0.100297,0.100297,3.727779,124777879.491,3951710086.4,0.031753,0.0,0.031753,1,1,71.657696,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
s47_cluster_003,phase3k_b_fresh:s47_cluster_003,12,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"CSRank(Mean($close,34))",Phase3K-B,kb_fresh_g2,r0_cem_led,price,CSRank|Mean,True,True,True,0.736928,0.032797,0.032797,4.30643,32814617.295,1004955465.6,0.009133,0.0,0.009133,1,1,71.490217,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
s49_cluster_008,phase3k_b_fresh:s49_cluster_008,13,A,DAILY_PROXY_PASS__DEEP_TESTS_PENDING,True,"CSRank(Mul(Neg(Neg(CSRank($close))),ZScore(Mean(Abs(Delta($close,1)),20))))",Phase3K-B,kb_fresh_g2,formula_gen_v2_repair_expansion,price,Abs|CSRank|Delta|Mean|Mul|Neg|ZScore,True,True,True,0.623762,0.098279,0.098279,3.080926,25480245.859,1184123244.8,0.01699,0.0,0.01699,1,1,71.480887,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,ENTER_DAILY_PROXY_BOOK
s48_cluster_008,phase3k_b_fresh:s48_cluster_008,14,A,DAILY_PROXY_PASS__DEEP_TESTS_PENDING,True,"CSRank(Mul(ZScore(Mean(Abs($close),8)),ZScore(Mean(Abs($amount),21))))",Phase3K-B,kb_fresh_g2,r0_cem_led,flow|price,Abs|CSRank|Mean|Mul|ZScore,True,True,True,0.693453,0.051814,0.051814,2.384678,69497058.628,2892976825.6,0.015559,0.0,0.015559,1,1,70.846588,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,ENTER_DAILY_PROXY_BOOK
s47_cluster_005,phase3k_b_fresh:s47_cluster_005,15,A,DAILY_PROXY_PASS__DEEP_TESTS_PENDING,True,"CSRank(Mul(Sign(Mean($vwap,5)),Mul(CSRank(Std($open,8)),ZScore(Mean(Abs(Delta($vwap,1)),21)))))",Phase3K-B,kb_fresh_g2,agnostic_freeform_ast,price,Abs|CSRank|Delta|Mean|Mul|Sign|Std|ZScore,True,True,False,0.805202,0.149075,0.189713,3.481296,25906560.294,1203994803.2,0.019149,0.0,0.019149,2,2,70.295767,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,ENTER_DAILY_PROXY_BOOK
s50_cluster_003,phase3k_b_fresh:s50_cluster_003,16,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"CSRank(Std($close,21))",Phase3K-B,kb_fresh_g2,r0_cem_led,price,CSRank|Std,True,True,False,0.89444,0.0691,0.082567,4.186631,22952094.072,1126885824.0,0.023786,0.0,0.023786,2,2,69.989021,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
s49_cluster_005,phase3k_b_fresh:s49_cluster_005,17,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"CSRank(Mul(CSRank(Mul(ZScore($amount),ZScore($amount))),ZScore(Mean(Abs(Delta($close,1)),20))))",Phase3K-B,kb_fresh_g2,formula_gen_v2_repair_expansion,flow|price,Abs|CSRank|Delta|Mean|Mul|ZScore,True,True,True,0.725805,0.227858,0.227858,3.568546,35105354.828,1850587257.6,0.018957,0.0,0.018957,1,1,69.79916,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
cluster_004,phase3j_locked:cluster_004,18,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"CSRank(Mul(Sign(ZScore(CSRank(Mul(ZScore(Std($amount,5)),ZScore(Std($close,34)))))),Mul(ZScore(CSRank(Mul(ZScore(Std($amount,5)),ZScore(Std($close,34))))),ZScore(CSRank(Mul(ZScore(Std($amount,5)),ZScore(Std($close,34))))))))",Phase3J,phase3j_locked_book,formula_gen_v2_repair_expansion,flow|price,CSRank|Mul|Sign|Std|ZScore,True,True,False,,0.212161,0.219893,2.788897,48305024.689,2776555488.0,0.037455,0.0,0.037455,2,2,68.839473,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
cluster_016,phase3j_locked:cluster_016,19,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"CSRank(Sub(ZScore($high),ZScore($final_float_market_cap)))",Phase3J,phase3j_locked_book,agnostic_freeform_ast,cap|price,CSRank|Sub|ZScore,True,True,False,,0.061503,0.061503,2.629757,20861176.64,764548987.2,0.01039,0.0,0.01039,1,1,68.193751,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
registry_112,registry149:registry_112,20,B,HOLD_DAILY_PROXY_RISK,False,"CSRank(Mul(ZScore(Mean(Abs(Delta($final_float_market_cap,1)),5)),Mul(ZScore(Mean($final_total_market_cap,34)),ZScore($high))))",Phase3E,registry_149,agnostic_freeform_ast,$final_float_market_cap|$final_total_market_cap|$high,Abs|CSRank|Delta|Mean|Mul|ZScore,False,False,False,,0.08291,0.069145,6.029984,,,0.0,0.0,0.0,1,1,68.073333,PASS,PASS,MISSING,PASS,FAIL,PASS,locked_book_filter,capacity_proxy,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
s47_cluster_014,phase3k_b_fresh:s47_cluster_014,21,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"CSRank(Mul(ZScore(Mean(Abs($close),2)),ZScore(Mean(Abs($close),2))))",Phase3K-B,kb_fresh_g2,r0_cem_led,price,Abs|CSRank|Mean|Mul|ZScore,True,True,True,0.366275,0.209031,0.209031,2.326107,31418563.936,993775180.8,0.00904,0.0,0.00904,1,1,67.094236,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
s50_cluster_002,phase3k_b_fresh:s50_cluster_002,22,B,HOLD_DAILY_PROXY_RISK,False,"CSRank(Mul(ZScore(Mean(Abs(Delta($close,1)),34)),Mul(CSRank(Mom($high,3)),Sign($high))))",Phase3K-B,kb_fresh_g2,agnostic_freeform_ast,price,Abs|CSRank|Delta|Mean|Mom|Mul|Sign|ZScore,False,False,True,0.013452,0.390044,0.390044,16.47198,23085495.562,1001465521.6,0.021173,0.0,0.021173,1,1,66.25866,WARN,PASS,PASS,PASS,FAIL,PASS,locked_book_filter,turnover_tail,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
s47_cluster_012,phase3k_b_fresh:s47_cluster_012,23,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"CSRank(Mul(CSRank(Std($volume,5)),Mul(CSRank(Std($final_total_market_cap,34)),ZScore(Std($high,8)))))",Phase3K-B,kb_fresh_g2,agnostic_freeform_ast,flow|price|size_capital,CSRank|Mul|Std|ZScore,True,True,True,0.686416,0.157326,0.157326,2.932785,32417481.551,1773272662.4,0.034479,0.0,0.034479,1,1,66.249711,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
s47_cluster_002,phase3k_b_fresh:s47_cluster_002,24,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"CSRank(Mul(CSRank($amount),Mul(Sign($high),CSRank($high))))",Phase3K-B,kb_fresh_g2,agnostic_freeform_ast,flow|price,CSRank|Mul|Sign,True,True,False,0.815404,0.200469,0.202809,2.234978,59230204.14,2504710809.6,0.01868,0.0,0.01868,2,2,65.892194,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
cluster_005,phase3j_locked:cluster_005,25,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"CSRank(Mul(ZScore(Std($final_float_market_cap,21)),ZScore(Std($close,5))))",Phase3J,phase3j_locked_book,r0_cem_led,cap|price,CSRank|Mul|Std|ZScore,True,True,False,,0.186745,0.186745,2.183766,66173875.644,2403395172.8,0.032379,0.0,0.032379,1,1,64.481207,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
s48_cluster_003,phase3k_b_fresh:s48_cluster_003,26,B,HOLD_DAILY_PROXY_RISK,False,"Neg(CSRank(CSResidual(CSRank(Std($volume,5)),CSRank(Std($amount,8)))))",Phase3K-B,kb_fresh_g2,r0_cem_led,flow,CSRank|CSResidual|Neg|Std,False,False,False,0.889001,0.221495,0.293238,4.244284,11826138.032,399454962.4,0.011655,0.0,0.011655,4,4,64.448216,WARN,PASS,WARN,PASS,FAIL,WARN,locked_book_filter,turnover_tail|capacity_proxy|raw_cluster_concentration,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
cluster_035,phase3j_locked:cluster_035,27,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"CSRank(Mean($amount,34))",Phase3J,phase3j_locked_book,r0_cem_led,flow,CSRank|Mean,True,True,False,,0.057486,0.057486,1.193926,90645992.819,4441117113.6,0.031503,0.0,0.031503,1,1,64.027174,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
cluster_013,phase3j_locked:cluster_013,28,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"CSRank(Mul(ZScore(Std($turnover_rate,8)),Mul(ZScore(Mean($open,2)),CSRank(Std($close,13)))))",Phase3J,phase3j_locked_book,agnostic_freeform_ast,flow|price,CSRank|Mean|Mul|Std|ZScore,True,True,False,,0.148873,0.148873,2.706367,6941141.852,619661531.6,0.02629,0.0,0.02629,1,1,63.186979,PASS,PASS,WARN,PASS,PASS,PASS,,capacity_proxy,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
cluster_003,phase3j_locked:cluster_003,29,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"Neg(CSRank(CSResidual(CSRank(Std($volume,5)),CSRank(Std($amount,21)))))",Phase3J,phase3j_locked_book,r0_cem_led,flow,CSRank|CSResidual|Neg|Std,True,True,False,,0.302583,0.302583,3.497901,8286721.671,346951725.6,0.010552,0.0,0.010552,1,1,61.956733,WARN,PASS,WARN,PASS,PASS,PASS,,turnover_tail|capacity_proxy,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
cluster_027,phase3j_locked:cluster_027,30,B,RESERVE_DAILY_PROXY__DEEP_TESTS_PENDING,False,"CSRank(CSResidual(ZScore(Mean($vwap,3)),CSRank(Std($high,21))))",Phase3J,phase3j_locked_book,agnostic_freeform_ast,price,CSRank|CSResidual|Mean|Std|ZScore,True,True,False,,0.08501,0.08501,1.064067,32125730.722,1019296236.8,0.009658,0.0,0.009658,1,1,60.546628,PASS,PASS,PASS,PASS,PASS,PASS,,,subperiod_stability|regime_stability|sign_flip_placebo|low_order_ablation,RESERVE_FOR_FRESH_HARVEST_OR_MORE_EVIDENCE
