candidate_id,expression,expression_key,skeleton_key,factor_pack_id,factor_pack_version,factor_lane,diagnostic_role,source_lane,source_generator,source_registry,source_group,dataset,field_name,field_family,panel_alias,input_fields,template,official_book_eligible,required_lag_days,lag_contract,coverage_placebo_required,shuffled_field_placebo_required,required_audits,leakage_flag,contains_event_cutoff_field,contains_limit_event_field,contains_flow_liquidity_field,contains_capacity_field,contains_fundamental_field,contains_new_event_adapter_field,repair_priority_score,search_memory_key,source_field_key,promotion_gate,pool_priority_version,pool_priority_score,source_quota_group,source_credit_cap_basis,source_credit_policy
phase3ae_brepair_v1_00001,CSRank($evt_limit_fengdan_rate_last_by_0930),v2cand-c965c22e2824,skeleton-7bec5eaeed393de9,phase3ae_bounded_repair_factor_pack_v1_20260604,phase3ae-bounded-repair-factor-pack-v1-2026-06-04,event_state_machine_formula_lane,event_state_bounded_formula_candidate,phase3ae_bounded_repair_feature_layer,phase3ae_bounded_repair_factor_pack_v1,global_field_route,cn_zzshare_uplimit_history_silver_v1_20260531,review_uplimit_reason,fengdan_rate,limit_event_sentiment,evt_limit_fengdan_rate_last_by_0930,evt_limit_fengdan_rate_last_by_0930,rank_level,False,event_cutoff_or_lag1,event_cutoff_required; same-day use allowed only after observable cutoff; otherwise lag1,True,True,PIT_lag_contract|coverage_mask_placebo|shuffled_field_placebo|selector_only_canary|replay_canary|new_vs_149_signal_recluster|source_attribution,requires_pre_replay_features_no_future_labels_no_same_day_unavailable_fields,True,True,False,False,False,True,12.0,v2cand-c965c22e2824,b8dabf6c3ab7abe9,selector_only_then_64_audited_canary_no_baseline_update,candidate-pool-source-priority-v1-2026-05-28,0.85,phase3ae_bounded_repair_feature_layer:event_state_bounded_formula_candidate:none,v2cand-c965c22e2824,metadata_only_opt_in_no_locked_selector_behavior_change
phase3ae_brepair_v1_00002,CSRank(Neg($evt_limit_fengdan_rate_last_by_0930)),v2cand-656e4b646e8b,skeleton-1fbdca83db8a353a,phase3ae_bounded_repair_factor_pack_v1_20260604,phase3ae-bounded-repair-factor-pack-v1-2026-06-04,event_state_machine_formula_lane,event_state_bounded_formula_candidate,phase3ae_bounded_repair_feature_layer,phase3ae_bounded_repair_factor_pack_v1,global_field_route,cn_zzshare_uplimit_history_silver_v1_20260531,review_uplimit_reason,fengdan_rate,limit_event_sentiment,evt_limit_fengdan_rate_last_by_0930,evt_limit_fengdan_rate_last_by_0930,rank_inverse,False,event_cutoff_or_lag1,event_cutoff_required; same-day use allowed only after observable cutoff; otherwise lag1,True,True,PIT_lag_contract|coverage_mask_placebo|shuffled_field_placebo|selector_only_canary|replay_canary|new_vs_149_signal_recluster|source_attribution,requires_pre_replay_features_no_future_labels_no_same_day_unavailable_fields,True,True,False,False,False,True,12.0,v2cand-656e4b646e8b,b8dabf6c3ab7abe9,selector_only_then_64_audited_canary_no_baseline_update,candidate-pool-source-priority-v1-2026-05-28,0.85,phase3ae_bounded_repair_feature_layer:event_state_bounded_formula_candidate:none,v2cand-656e4b646e8b,metadata_only_opt_in_no_locked_selector_behavior_change
phase3ae_brepair_v1_00003,"CSRank(Log(Add(Abs($evt_limit_fengdan_rate_last_by_0930),1)))",v2cand-0d4ab3d957e2,skeleton-fcfaa941b5aba34a,phase3ae_bounded_repair_factor_pack_v1_20260604,phase3ae-bounded-repair-factor-pack-v1-2026-06-04,event_state_machine_formula_lane,event_state_bounded_formula_candidate,phase3ae_bounded_repair_feature_layer,phase3ae_bounded_repair_factor_pack_v1,global_field_route,cn_zzshare_uplimit_history_silver_v1_20260531,review_uplimit_reason,fengdan_rate,limit_event_sentiment,evt_limit_fengdan_rate_last_by_0930,evt_limit_fengdan_rate_last_by_0930,rank_log_abs_level,False,event_cutoff_or_lag1,event_cutoff_required; same-day use allowed only after observable cutoff; otherwise lag1,True,True,PIT_lag_contract|coverage_mask_placebo|shuffled_field_placebo|selector_only_canary|replay_canary|new_vs_149_signal_recluster|source_attribution,requires_pre_replay_features_no_future_labels_no_same_day_unavailable_fields,True,True,False,False,False,True,12.0,v2cand-0d4ab3d957e2,b8dabf6c3ab7abe9,selector_only_then_64_audited_canary_no_baseline_update,candidate-pool-source-priority-v1-2026-05-28,0.85,phase3ae_bounded_repair_feature_layer:event_state_bounded_formula_candidate:none,v2cand-0d4ab3d957e2,metadata_only_opt_in_no_locked_selector_behavior_change
phase3ae_brepair_v1_00004,CSRank(ZScore($evt_limit_fengdan_rate_last_by_0930)),v2cand-b822f0414385,skeleton-43c32d9e86d338e6,phase3ae_bounded_repair_factor_pack_v1_20260604,phase3ae-bounded-repair-factor-pack-v1-2026-06-04,event_state_machine_formula_lane,event_state_bounded_formula_candidate,phase3ae_bounded_repair_feature_layer,phase3ae_bounded_repair_factor_pack_v1,global_field_route,cn_zzshare_uplimit_history_silver_v1_20260531,review_uplimit_reason,fengdan_rate,limit_event_sentiment,evt_limit_fengdan_rate_last_by_0930,evt_limit_fengdan_rate_last_by_0930,rank_zscore_level,False,event_cutoff_or_lag1,event_cutoff_required; same-day use allowed only after observable cutoff; otherwise lag1,True,True,PIT_lag_contract|coverage_mask_placebo|shuffled_field_placebo|selector_only_canary|replay_canary|new_vs_149_signal_recluster|source_attribution,requires_pre_replay_features_no_future_labels_no_same_day_unavailable_fields,True,True,False,False,False,True,12.0,v2cand-b822f0414385,b8dabf6c3ab7abe9,selector_only_then_64_audited_canary_no_baseline_update,candidate-pool-source-priority-v1-2026-05-28,0.85,phase3ae_bounded_repair_feature_layer:event_state_bounded_formula_candidate:none,v2cand-b822f0414385,metadata_only_opt_in_no_locked_selector_behavior_change
phase3ae_brepair_v1_00005,"CSRank(Mean($evt_limit_fengdan_rate_last_by_0930,2))",v2cand-dbe5ceee3972,skeleton-512970b00c394ad9,phase3ae_bounded_repair_factor_pack_v1_20260604,phase3ae-bounded-repair-factor-pack-v1-2026-06-04,event_state_machine_formula_lane,event_state_bounded_formula_candidate,phase3ae_bounded_repair_feature_layer,phase3ae_bounded_repair_factor_pack_v1,global_field_route,cn_zzshare_uplimit_history_silver_v1_20260531,review_uplimit_reason,fengdan_rate,limit_event_sentiment,evt_limit_fengdan_rate_last_by_0930,evt_limit_fengdan_rate_last_by_0930,event_state_mean_2,False,event_cutoff_or_lag1,event_cutoff_required; same-day use allowed only after observable cutoff; otherwise lag1,True,True,PIT_lag_contract|coverage_mask_placebo|shuffled_field_placebo|selector_only_canary|replay_canary|new_vs_149_signal_recluster|source_attribution,requires_pre_replay_features_no_future_labels_no_same_day_unavailable_fields,True,True,False,False,False,True,12.0,v2cand-dbe5ceee3972,b8dabf6c3ab7abe9,selector_only_then_64_audited_canary_no_baseline_update,candidate-pool-source-priority-v1-2026-05-28,0.85,phase3ae_bounded_repair_feature_layer:event_state_bounded_formula_candidate:none,v2cand-dbe5ceee3972,metadata_only_opt_in_no_locked_selector_behavior_change
phase3ae_brepair_v1_00006,"CSRank(Delta($evt_limit_fengdan_rate_last_by_0930,2))",v2cand-5a4579f72ec9,skeleton-cc11bf4e1636f156,phase3ae_bounded_repair_factor_pack_v1_20260604,phase3ae-bounded-repair-factor-pack-v1-2026-06-04,event_state_machine_formula_lane,event_state_bounded_formula_candidate,phase3ae_bounded_repair_feature_layer,phase3ae_bounded_repair_factor_pack_v1,global_field_route,cn_zzshare_uplimit_history_silver_v1_20260531,review_uplimit_reason,fengdan_rate,limit_event_sentiment,evt_limit_fengdan_rate_last_by_0930,evt_limit_fengdan_rate_last_by_0930,event_state_impulse_2,False,event_cutoff_or_lag1,event_cutoff_required; same-day use allowed only after observable cutoff; otherwise lag1,True,True,PIT_lag_contract|coverage_mask_placebo|shuffled_field_placebo|selector_only_canary|replay_canary|new_vs_149_signal_recluster|source_attribution,requires_pre_replay_features_no_future_labels_no_same_day_unavailable_fields,True,True,False,False,False,True,12.0,v2cand-5a4579f72ec9,b8dabf6c3ab7abe9,selector_only_then_64_audited_canary_no_baseline_update,candidate-pool-source-priority-v1-2026-05-28,0.85,phase3ae_bounded_repair_feature_layer:event_state_bounded_formula_candidate:none,v2cand-5a4579f72ec9,metadata_only_opt_in_no_locked_selector_behavior_change
phase3ae_brepair_v1_00007,"CSRank(Mean($evt_limit_fengdan_rate_last_by_0930,3))",v2cand-c14626acb4ac,skeleton-512970b00c394ad9,phase3ae_bounded_repair_factor_pack_v1_20260604,phase3ae-bounded-repair-factor-pack-v1-2026-06-04,event_state_machine_formula_lane,event_state_bounded_formula_candidate,phase3ae_bounded_repair_feature_layer,phase3ae_bounded_repair_factor_pack_v1,global_field_route,cn_zzshare_uplimit_history_silver_v1_20260531,review_uplimit_reason,fengdan_rate,limit_event_sentiment,evt_limit_fengdan_rate_last_by_0930,evt_limit_fengdan_rate_last_by_0930,event_state_mean_3,False,event_cutoff_or_lag1,event_cutoff_required; same-day use allowed only after observable cutoff; otherwise lag1,True,True,PIT_lag_contract|coverage_mask_placebo|shuffled_field_placebo|selector_only_canary|replay_canary|new_vs_149_signal_recluster|source_attribution,requires_pre_replay_features_no_future_labels_no_same_day_unavailable_fields,True,True,False,False,False,True,12.0,v2cand-c14626acb4ac,b8dabf6c3ab7abe9,selector_only_then_64_audited_canary_no_baseline_update,candidate-pool-source-priority-v1-2026-05-28,0.85,phase3ae_bounded_repair_feature_layer:event_state_bounded_formula_candidate:none,v2cand-c14626acb4ac,metadata_only_opt_in_no_locked_selector_behavior_change
phase3ae_brepair_v1_00008,"CSRank(Delta($evt_limit_fengdan_rate_last_by_0930,3))",v2cand-1f150c662021,skeleton-cc11bf4e1636f156,phase3ae_bounded_repair_factor_pack_v1_20260604,phase3ae-bounded-repair-factor-pack-v1-2026-06-04,event_state_machine_formula_lane,event_state_bounded_formula_candidate,phase3ae_bounded_repair_feature_layer,phase3ae_bounded_repair_factor_pack_v1,global_field_route,cn_zzshare_uplimit_history_silver_v1_20260531,review_uplimit_reason,fengdan_rate,limit_event_sentiment,evt_limit_fengdan_rate_last_by_0930,evt_limit_fengdan_rate_last_by_0930,event_state_impulse_3,False,event_cutoff_or_lag1,event_cutoff_required; same-day use allowed only after observable cutoff; otherwise lag1,True,True,PIT_lag_contract|coverage_mask_placebo|shuffled_field_placebo|selector_only_canary|replay_canary|new_vs_149_signal_recluster|source_attribution,requires_pre_replay_features_no_future_labels_no_same_day_unavailable_fields,True,True,False,False,False,True,12.0,v2cand-1f150c662021,b8dabf6c3ab7abe9,selector_only_then_64_audited_canary_no_baseline_update,candidate-pool-source-priority-v1-2026-05-28,0.85,phase3ae_bounded_repair_feature_layer:event_state_bounded_formula_candidate:none,v2cand-1f150c662021,metadata_only_opt_in_no_locked_selector_behavior_change
phase3ae_brepair_v1_00009,CSRank($evt_limit_fengdan_rate_last_by_0935),v2cand-76c4f151f4cb,skeleton-7bec5eaeed393de9,phase3ae_bounded_repair_factor_pack_v1_20260604,phase3ae-bounded-repair-factor-pack-v1-2026-06-04,event_state_machine_formula_lane,event_state_bounded_formula_candidate,phase3ae_bounded_repair_feature_layer,phase3ae_bounded_repair_factor_pack_v1,global_field_route,cn_zzshare_uplimit_history_silver_v1_20260531,review_uplimit_reason,fengdan_rate,limit_event_sentiment,evt_limit_fengdan_rate_last_by_0935,evt_limit_fengdan_rate_last_by_0935,rank_level,False,event_cutoff_or_lag1,event_cutoff_required; same-day use allowed only after observable cutoff; otherwise lag1,True,True,PIT_lag_contract|coverage_mask_placebo|shuffled_field_placebo|selector_only_canary|replay_canary|new_vs_149_signal_recluster|source_attribution,requires_pre_replay_features_no_future_labels_no_same_day_unavailable_fields,True,True,False,False,False,True,12.0,v2cand-76c4f151f4cb,6813ca46be4067f2,selector_only_then_64_audited_canary_no_baseline_update,candidate-pool-source-priority-v1-2026-05-28,0.85,phase3ae_bounded_repair_feature_layer:event_state_bounded_formula_candidate:none,v2cand-76c4f151f4cb,metadata_only_opt_in_no_locked_selector_behavior_change
phase3ae_brepair_v1_00010,CSRank(Neg($evt_limit_fengdan_rate_last_by_0935)),v2cand-e77cde0a6e0f,skeleton-1fbdca83db8a353a,phase3ae_bounded_repair_factor_pack_v1_20260604,phase3ae-bounded-repair-factor-pack-v1-2026-06-04,event_state_machine_formula_lane,event_state_bounded_formula_candidate,phase3ae_bounded_repair_feature_layer,phase3ae_bounded_repair_factor_pack_v1,global_field_route,cn_zzshare_uplimit_history_silver_v1_20260531,review_uplimit_reason,fengdan_rate,limit_event_sentiment,evt_limit_fengdan_rate_last_by_0935,evt_limit_fengdan_rate_last_by_0935,rank_inverse,False,event_cutoff_or_lag1,event_cutoff_required; same-day use allowed only after observable cutoff; otherwise lag1,True,True,PIT_lag_contract|coverage_mask_placebo|shuffled_field_placebo|selector_only_canary|replay_canary|new_vs_149_signal_recluster|source_attribution,requires_pre_replay_features_no_future_labels_no_same_day_unavailable_fields,True,True,False,False,False,True,12.0,v2cand-e77cde0a6e0f,6813ca46be4067f2,selector_only_then_64_audited_canary_no_baseline_update,candidate-pool-source-priority-v1-2026-05-28,0.85,phase3ae_bounded_repair_feature_layer:event_state_bounded_formula_candidate:none,v2cand-e77cde0a6e0f,metadata_only_opt_in_no_locked_selector_behavior_change
