source_registry,source_group,dataset,field_name,field_family,route,selector_allowed,pit_rule,priority,asset_status,integration_hint,panel_materialized,panel_aliases,factor_pack_referenced,factor_pack_aliases,factor_pack_names,selector_selected,selector_aliases,availability_executable_seen,availability_aliases,blocked_or_metadata,high_value_family,integration_status,recommended_repair_action,repair_priority_score
global_field_route,cn_fundamental_akshare_batch_v1_20260531\aggregated_v1,balance_sheet_report_em,ACCEPT_DEPOSIT,other,announcement_pit_feature,candidate_after_pit_contract,use notice/disclosure date plus conservative next-trading-day lag,low,registered,,True,ctx_fulla_bs_accept_deposit_interbank|ctx_fulla_bs_accept_deposit_interbank_yoy,True,ctx_fulla_bs_accept_deposit_interbank|ctx_fulla_bs_accept_deposit_interbank_yoy,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603.json,False,,False,,False,False,integrated_selector_ready,replay_style_cost_audit_if_selected,1.2
global_field_route,cn_fundamental_akshare_batch_v1_20260531\aggregated_v1,balance_sheet_report_em,ACCEPT_DEPOSIT_INTERBANK,other,announcement_pit_feature,candidate_after_pit_contract,use notice/disclosure date plus conservative next-trading-day lag,low,registered,,True,ctx_fulla_bs_accept_deposit_interbank|ctx_fulla_bs_accept_deposit_interbank_yoy,True,ctx_fulla_bs_accept_deposit_interbank|ctx_fulla_bs_accept_deposit_interbank_yoy,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603.json,False,,False,,False,False,integrated_selector_ready,replay_style_cost_audit_if_selected,1.2
global_field_route,cn_fundamental_akshare_batch_v1_20260531\aggregated_v1,balance_sheet_report_em,ACCEPT_DEPOSIT_INTERBANK_YOY,other,announcement_pit_feature,candidate_after_pit_contract,use notice/disclosure date plus conservative next-trading-day lag,low,registered,,True,ctx_fulla_bs_accept_deposit_interbank_yoy,True,ctx_fulla_bs_accept_deposit_interbank_yoy,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603.json,False,,False,,False,False,integrated_selector_ready,replay_style_cost_audit_if_selected,1.2
global_field_route,cn_fundamental_akshare_batch_v1_20260531\aggregated_v1,balance_sheet_report_em,ACCEPT_DEPOSIT_YOY,other,announcement_pit_feature,candidate_after_pit_contract,use notice/disclosure date plus conservative next-trading-day lag,low,registered,,False,,False,,,False,,False,,False,False,contract_only,materialize_pit_sidecar_before_formula_search,3.2
global_field_route,cn_fundamental_akshare_batch_v1_20260531\aggregated_v1,balance_sheet_report_em,ACCOUNTS_PAYABLE,other,announcement_pit_feature,candidate_after_pit_contract,use notice/disclosure date plus conservative next-trading-day lag,low,registered,,True,ctx_fulla_bs_accounts_payable|ctx_fulla_bs_accounts_payable_yoy|ctx_fulla_bs_note_accounts_payable|ctx_fulla_bs_note_accounts_payable_yoy|ctx_fund_bs_accounts_payable,True,ctx_fulla_bs_accounts_payable|ctx_fulla_bs_accounts_payable_yoy|ctx_fulla_bs_note_accounts_payable|ctx_fulla_bs_note_accounts_payable_yoy,cn_phase3ad_new_data_factor_candidate_pack_coverage_filtered_v1_20260603.json|cn_phase3ad_new_data_factor_candidate_pack_v1_20260603.json,False,,False,,False,False,integrated_selector_ready,replay_style_cost_audit_if_selected,1.2
global_field_route,cn_fundamental_akshare_batch_v1_20260531\aggregated_v1,balance_sheet_report_em,ACCOUNTS_PAYABLE_YOY,other,announcement_pit_feature,candidate_after_pit_contract,use notice/disclosure date plus conservative next-trading-day lag,low,registered,,True,ctx_fulla_bs_accounts_payable_yoy|ctx_fulla_bs_note_accounts_payable_yoy,True,ctx_fulla_bs_accounts_payable_yoy|ctx_fulla_bs_note_accounts_payable_yoy,cn_phase3ad_new_data_factor_candidate_pack_coverage_filtered_v1_20260603.json|cn_phase3ad_new_data_factor_candidate_pack_v1_20260603.json,False,,False,,False,False,integrated_selector_ready,replay_style_cost_audit_if_selected,1.2
global_field_route,cn_fundamental_akshare_batch_v1_20260531\aggregated_v1,balance_sheet_report_em,ACCOUNTS_RECE,other,announcement_pit_feature,candidate_after_pit_contract,use notice/disclosure date plus conservative next-trading-day lag,low,registered,,True,ctx_fulla_bs_accounts_rece|ctx_fulla_bs_accounts_rece_yoy|ctx_fulla_bs_note_accounts_rece|ctx_fulla_bs_note_accounts_rece_yoy|ctx_fund_bs_accounts_rece,True,ctx_fulla_bs_accounts_rece|ctx_fulla_bs_accounts_rece_yoy|ctx_fulla_bs_note_accounts_rece|ctx_fulla_bs_note_accounts_rece_yoy,cn_phase3ad_new_data_factor_candidate_pack_coverage_filtered_v1_20260603.json|cn_phase3ad_new_data_factor_candidate_pack_v1_20260603.json,False,,False,,False,False,integrated_selector_ready,replay_style_cost_audit_if_selected,1.2
global_field_route,cn_fundamental_akshare_batch_v1_20260531\aggregated_v1,balance_sheet_report_em,ACCOUNTS_RECE_YOY,other,announcement_pit_feature,candidate_after_pit_contract,use notice/disclosure date plus conservative next-trading-day lag,low,registered,,True,ctx_fulla_bs_accounts_rece_yoy|ctx_fulla_bs_note_accounts_rece_yoy,True,ctx_fulla_bs_accounts_rece_yoy|ctx_fulla_bs_note_accounts_rece_yoy,cn_phase3ad_new_data_factor_candidate_pack_coverage_filtered_v1_20260603.json|cn_phase3ad_new_data_factor_candidate_pack_v1_20260603.json,False,,False,,False,False,integrated_selector_ready,replay_style_cost_audit_if_selected,1.2
global_field_route,cn_fundamental_akshare_batch_v1_20260531\aggregated_v1,balance_sheet_report_em,ACCRUED_EXPENSE,other,announcement_pit_feature,candidate_after_pit_contract,use notice/disclosure date plus conservative next-trading-day lag,low,registered,,True,ctx_fulla_bs_accrued_expense|ctx_fulla_bs_accrued_expense_yoy,True,ctx_fulla_bs_accrued_expense|ctx_fulla_bs_accrued_expense_yoy,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603.json,False,,False,,False,False,integrated_selector_ready,replay_style_cost_audit_if_selected,1.2
global_field_route,cn_fundamental_akshare_batch_v1_20260531\aggregated_v1,balance_sheet_report_em,ACCRUED_EXPENSE_YOY,other,announcement_pit_feature,candidate_after_pit_contract,use notice/disclosure date plus conservative next-trading-day lag,low,registered,,True,ctx_fulla_bs_accrued_expense_yoy,True,ctx_fulla_bs_accrued_expense_yoy,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603.json,False,,False,,False,False,integrated_selector_ready,replay_style_cost_audit_if_selected,1.2
